Record time (UTC), UTC Minute, Second, Stress Connection Count, Average Send QPS, Min Send QPS, Max Send QPS, Average Recv QPS, Min Recv QPS, Max Recv QPS, Average Send Error Count, Recv Error Count, Average Time Cost (usec), Min Time Cost (usec), Max Time Cost (usec), Interface QPS, Server UDP Session Count, Server UDP ARQ Session Count, load, load/cpu, ping/2 (msec), Recv Bytes/s, Send Bytes/s
Thu Apr  8 06:51:19 2021,26964411,19,20,35839,35826,35850,35839,35763,35927,0,0,138580,138361,140050,35775,21,21,2.550000 ~ 2.950000,0.637500 ~ 0.737500,139,6 M 809 K 863 B,3 M 76 K 544 B
Thu Apr  8 06:52:10 2021,26964412,10,20,35838,35827,35844,35838,35826,35857,0,0,138595,138316,139904,35880,31,31,2.740000 ~ 3.380000,0.685000 ~ 0.845000,139,12 M 532 K 414 B,5 M 385 K 933 B
Thu Apr  8 06:52:19 2021,26964412,19,30,53700,53673,53707,53608,52847,53707,0,0,138622,138338,139762,35880,31,31,2.740000 ~ 3.380000,0.685000 ~ 0.845000,139,12 M 532 K 414 B,5 M 385 K 933 B
Thu Apr  8 06:53:19 2021,26964413,19,30,53697,53682,53707,53697,53638,53761,0,0,138629,138334,139828,44327,31,31,3.000000 ~ 3.380000,0.750000 ~ 0.845000,139,10 M 173 K 525 B,4 M 622 K 977 B
Thu Apr  8 06:54:19 2021,26964414,19,30,53702,53671,53715,53703,53623,53749,0,0,138678,138212,140928,53736,31,31,3.260000 ~ 3.700000,0.815000 ~ 0.925000,139,10 M 206 K 535 B,4 M 633 K 928 B
Thu Apr  8 06:55:19 2021,26964415,19,30,53697,53678,53711,53696,53655,53723,0,0,138686,138213,139536,53582,31,31,3.160000 ~ 3.550000,0.790000 ~ 0.887500,139,10 M 176 K 182 B,4 M 626 K 856 B
Thu Apr  8 06:56:19 2021,26964416,19,30,53696,53680,53710,53696,53679,53712,0,0,138705,138506,139949,53739,31,31,3.370000 ~ 4.010000,0.842500 ~ 1.002500,139 ~ 140,10 M 180 K 755 B,4 M 627 K 991 B
Thu Apr  8 06:57:11 2021,26964417,11,30,53694,53682,53706,53694,53655,53738,0,0,138736,138507,139887,53746,41,41,3.070000 ~ 4.160000,0.767500 ~ 1.040000,139,15 M 931 K 291 B,6 M 906 K 755 B
Thu Apr  8 06:57:19 2021,26964417,19,40,71621,71590,71630,71517,70763,71676,0,0,139034,138624,141126,53746,41,41,3.070000 ~ 4.160000,0.767500 ~ 1.040000,139,15 M 931 K 291 B,6 M 906 K 755 B
Thu Apr  8 06:58:19 2021,26964418,19,40,71621,71609,71638,71621,71535,71709,0,0,138809,138641,140447,60904,41,41,4.230000 ~ 5.610000,1.057500 ~ 1.402500,139,13 M 579 K 806 B,6 M 151 K 185 B
Thu Apr  8 06:59:19 2021,26964419,19,40,71625,71617,71634,71623,71525,71711,0,0,138987,138415,142410,71732,41,41,5.480000 ~ 5.930000,1.370000 ~ 1.482500,139,13 M 606 K 844 B,6 M 152 K 983 B
Thu Apr  8 07:00:19 2021,26964420,19,40,71617,71599,71633,71620,71557,71673,0,0,139038,138516,141832,71559,41,41,5.150000 ~ 5.890000,1.287500 ~ 1.472500,139,13 M 625 K 480 B,6 M 150 K 321 B
Thu Apr  8 07:01:19 2021,26964421,19,40,71625,71594,71636,71625,71503,71710,0,0,138840,138518,140075,71562,41,41,5.210000 ~ 5.740000,1.302500 ~ 1.435000,139,13 M 599 K 419 B,6 M 150 K 760 B
Thu Apr  8 07:02:13 2021,26964422,13,40,71627,71617,71635,71627,71617,71639,0,0,138909,138517,140619,71810,51,51,5.310000 ~ 6.310000,1.327500 ~ 1.577500,138 ~ 139,19 M 61 K 858 B,8 M 115 K 514 B
Thu Apr  8 07:02:19 2021,26964422,19,50,89542,89497,89558,89403,88665,89558,0,0,141668,138697,218633,71810,51,51,5.310000 ~ 6.310000,1.327500 ~ 1.577500,138 ~ 139,19 M 61 K 858 B,8 M 115 K 514 B
Thu Apr  8 07:03:19 2021,26964423,19,50,89545,89515,89556,89546,89431,89662,0,0,139137,138693,141368,77648,51,51,6.430000 ~ 7.020000,1.607500 ~ 1.755000,139,16 M 985 K 68 B,7 M 697 K 995 B
Thu Apr  8 07:04:19 2021,26964424,19,50,89553,89547,89561,89553,89544,89562,0,0,139134,138444,140185,89384,51,51,6.560000 ~ 7.130000,1.640000 ~ 1.782500,139,16 M 973 K 438 B,7 M 694 K 293 B
Thu Apr  8 07:05:19 2021,26964425,19,50,89551,89538,89559,89547,89463,89631,0,0,139182,138543,140568,89554,51,51,7.030000 ~ 7.380000,1.757500 ~ 1.845000,139,16 M 961 K 627 B,7 M 691 K 118 B
Thu Apr  8 07:06:19 2021,26964426,19,50,89556,89540,89563,89561,89496,89595,0,0,139313,138545,142088,89630,51,51,6.940000 ~ 7.230000,1.735000 ~ 1.807500,139 ~ 140,16 M 996 K 420 B,7 M 694 K 309 B
Thu Apr  8 07:07:14 2021,26964427,14,50,89555,89548,89560,89555,89470,89643,0,0,139207,138516,142498,89586,61,61,7.120000 ~ 7.710000,1.780000 ~ 1.927500,140 ~ 141,22 M 512 K 567 B,9 M 820 K 460 B
Thu Apr  8 07:07:19 2021,26964427,19,60,107470,107443,107482,107300,106604,107494,0,0,140758,139123,170188,89586,61,61,7.120000 ~ 7.710000,1.780000 ~ 1.927500,140 ~ 141,22 M 512 K 567 B,9 M 820 K 460 B
Thu Apr  8 07:08:19 2021,26964428,19,60,107479,107449,107490,107479,107311,107638,0,0,139954,139148,142327,94462,61,61,7.650000 ~ 8.150000,1.912500 ~ 2.037500,140 ~ 141,20 M 438 K 443 B,9 M 207 K 294 B
Thu Apr  8 07:09:19 2021,26964429,19,60,107480,107434,107497,107480,107348,107578,0,0,139908,139123,142583,107575,61,61,7.560000 ~ 7.980000,1.890000 ~ 1.995000,140 ~ 141,20 M 373 K 452 B,9 M 206 K 258 B
Thu Apr  8 07:10:19 2021,26964430,19,60,107479,107465,107488,107479,107377,107604,0,0,139968,139116,143002,107528,61,61,7.580000 ~ 8.060000,1.895000 ~ 2.015000,140,20 M 392 K 961 B,9 M 207 K 998 B
Thu Apr  8 07:11:19 2021,26964431,19,60,107487,107472,107500,107488,107398,107563,0,0,140231,139207,143596,107208,61,61,7.820000 ~ 8.280000,1.955000 ~ 2.070000,140 ~ 141,20 M 420 K 758 B,9 M 208 K 790 B
Thu Apr  8 07:12:15 2021,26964432,15,60,107488,107473,107499,107487,107452,107521,0,1,139967,139335,143047,107596,71,71,7.750000 ~ 8.070000,1.937500 ~ 2.017500,140 ~ 143,25 M 973 K 426 B,11 M 47 K 580 B
Thu Apr  8 07:12:19 2021,26964432,19,70,125365,125322,125381,125119,124429,125384,0,0,143171,140577,182316,107596,71,71,7.750000 ~ 8.070000,1.937500 ~ 2.017500,140 ~ 143,25 M 973 K 426 B,11 M 47 K 580 B
Thu Apr  8 07:13:19 2021,26964433,19,70,125371,125348,125385,125375,125248,125508,0,0,141706,140493,143968,111372,71,71,7.620000 ~ 8.520000,1.905000 ~ 2.130000,140 ~ 143,23 M 912 K 903 B,10 M 749 K 569 B
Thu Apr  8 07:14:19 2021,26964434,19,70,125376,125358,125385,125376,125217,125535,0,0,141612,140721,142845,125270,71,71,8.200000 ~ 8.550000,2.050000 ~ 2.137500,140 ~ 141,23 M 878 K 302 B,10 M 757 K 999 B
