Record time (UTC), UTC Minute, Second, Stress Connection Count, Average Send QPS, Min Send QPS, Max Send QPS, Average Recv QPS, Min Recv QPS, Max Recv QPS, Average Send Error Count, Recv Error Count, Average Time Cost (usec), Min Time Cost (usec), Max Time Cost (usec), Interface QPS, Server Connection Count, load, load/cpu, ping/2 (msec), Recv Bytes/s, Send Bytes/s
Mon Jul 16 09:40:19 2018,25528900,19,100,46960,46926,46969,46960,46928,46971,0,0,259,257,261,129145,6 ~ 107,0.000000 ~ 0.080000,0.000000 ~ 0.010000,0,9 M 464 K 435 B,4 M 629 K 768 B
Mon Jul 16 09:41:19 2018,25528901,19,100,46963,46940,46973,46963,46944,46972,0,0,279,260,295,40537,107,0.030000 ~ 0.110000,0.003750 ~ 0.013750,0,9 M 463 K 892 B,4 M 629 K 757 B
Mon Jul 16 09:42:19 2018,25528902,19,100,46963,46953,46971,46963,46953,46972,0,0,279,278,281,46877,107,0.080000 ~ 0.350000,0.010000 ~ 0.043750,0,9 M 464 K 546 B,4 M 630 K 710 B
Mon Jul 16 09:43:19 2018,25528903,19,100,46964,46949,46975,46964,46948,46977,0,0,278,277,280,47039,107,0.250000 ~ 0.590000,0.031250 ~ 0.073750,0,9 M 465 K 361 B,4 M 630 K 105 B
Mon Jul 16 09:44:19 2018,25528904,19,100,46961,46945,46973,46961,46949,46971,0,0,300,297,324,46892,107,0.240000 ~ 0.500000,0.030000 ~ 0.062500,0,9 M 465 K 183 B,4 M 629 K 1007 B
Mon Jul 16 09:45:04 2018,25528905,4,100,46958,46949,46966,46958,46950,46966,0,0,345,320,415,47019,107 ~ 207,0.220000 ~ 1.560000,0.027500 ~ 0.195000,0,18 M 924 K 310 B,9 M 233 K 210 B
Mon Jul 16 09:45:19 2018,25528905,19,200,93900,93855,93920,93899,93853,93916,0,0,585,422,673,47019,107 ~ 207,0.220000 ~ 1.560000,0.027500 ~ 0.195000,0,18 M 924 K 310 B,9 M 233 K 210 B
Mon Jul 16 09:46:19 2018,25528906,19,200,93907,93890,93919,93907,93885,93923,0,0,608,575,644,84266,207,1.430000 ~ 1.960000,0.178750 ~ 0.245000,0,18 M 937 K 47 B,9 M 239 K 273 B
Mon Jul 16 09:47:19 2018,25528907,19,200,93910,93901,93929,93910,93897,93929,0,0,623,585,685,93812,207,1.880000 ~ 2.130000,0.235000 ~ 0.266250,0,18 M 924 K 982 B,9 M 233 K 891 B
Mon Jul 16 09:48:19 2018,25528908,19,200,93910,93840,93931,93909,93835,93929,0,0,703,673,786,93811,207,1.800000 ~ 2.130000,0.225000 ~ 0.266250,0,18 M 924 K 66 B,9 M 234 K 136 B
Mon Jul 16 09:49:19 2018,25528909,19,200,93915,93863,93933,93914,93860,93933,0,0,967,735,1291,93833,207,1.850000 ~ 2.180000,0.231250 ~ 0.272500,0,18 M 925 K 571 B,9 M 233 K 740 B
Mon Jul 16 09:50:05 2018,25528910,5,200,93926,93894,93938,93924,93898,93931,0,0,1290,1141,1447,94121,207 ~ 307,1.810000 ~ 4.140000,0.226250 ~ 0.517500,0 ~ 1,28 M 383 K 554 B,13 M 871 K 713 B
Mon Jul 16 09:50:19 2018,25528910,19,300,140953,140821,140984,140949,140801,140985,0,0,2241,1271,2351,94121,207 ~ 307,1.810000 ~ 4.140000,0.226250 ~ 0.517500,0 ~ 1,28 M 383 K 554 B,13 M 871 K 713 B
Mon Jul 16 09:51:19 2018,25528911,19,300,140973,140950,140990,140973,140950,140989,0,0,2344,2331,2379,128009,307,3.210000 ~ 4.050000,0.401250 ~ 0.506250,0,28 M 383 K 693 B,13 M 872 K 786 B
Mon Jul 16 09:52:19 2018,25528912,19,300,140972,140955,140992,140972,140945,140988,0,0,2345,2333,2370,140613,307,3.750000 ~ 5.340000,0.468750 ~ 0.667500,0 ~ 1,28 M 385 K 818 B,13 M 873 K 662 B
Mon Jul 16 09:53:19 2018,25528913,19,300,140977,140960,140994,140977,140963,140995,0,0,2344,2330,2379,141280,307,3.660000 ~ 5.190000,0.457500 ~ 0.648750,0,28 M 382 K 29 B,13 M 872 K 391 B
Mon Jul 16 09:54:19 2018,25528914,19,300,140976,140904,141004,140976,140909,141008,0,0,2344,2332,2380,140729,307,4.580000 ~ 5.170000,0.572500 ~ 0.646250,0 ~ 1,28 M 394 K 750 B,13 M 877 K 480 B
