Record time (UTC), UTC Minute, Second, Stress Connection Count, Average Send QPS, Min Send QPS, Max Send QPS, Average Recv QPS, Min Recv QPS, Max Recv QPS, Average Send Error Count, Recv Error Count, Average Time Cost (usec), Min Time Cost (usec), Max Time Cost (usec), Interface QPS, Server Connection Count, load, load/cpu, ping/2 (msec), Recv Bytes/s, Send Bytes/s
Tue Jul 17 04:25:19 2018,25530025,19,1000,48797,44439,49675,48823,44591,49676,0,0,384,291,820,163341,5 ~ 1006,0.000000 ~ 0.390000,0.000000 ~ 0.097500,0,10 M 1 K 590 B,4 M 903 K 651 B
Tue Jul 17 04:26:19 2018,25530026,19,1000,49675,49670,49680,49675,49664,49683,0,0,368,292,486,15430,1006,0.480000 ~ 0.760000,0.120000 ~ 0.190000,0,9 M 1023 K 917 B,4 M 902 K 740 B
Tue Jul 17 04:27:19 2018,25530027,19,1000,49675,49669,49680,49675,49669,49680,0,0,513,474,567,49638,1006,0.880000 ~ 1.630000,0.220000 ~ 0.407500,0,9 M 1023 K 284 B,4 M 902 K 614 B
Tue Jul 17 04:28:19 2018,25530028,19,1000,49675,49671,49680,49675,49670,49678,0,0,671,572,713,49682,1006,1.110000 ~ 1.600000,0.277500 ~ 0.400000,0,9 M 1023 K 106 B,4 M 903 K 204 B
Tue Jul 17 04:29:19 2018,25530029,19,1000,49675,49671,49681,49675,49672,49681,0,0,768,712,802,49701,1006,1.040000 ~ 1.690000,0.260000 ~ 0.422500,0,9 M 1022 K 115 B,4 M 902 K 503 B
Tue Jul 17 04:30:15 2018,25530030,15,1000,49675,49660,49679,49630,48945,49680,0,0,1831,817,16130,49692,1006 ~ 2006,1.970000 ~ 2.270000,0.492500 ~ 0.567500,0 ~ 3,18 M 495 K 213 B,8 M 464 K 28 B
Tue Jul 17 04:30:19 2018,25530030,19,2000,95327,83297,99350,94561,81981,99774,0,0,98415,44328,123022,49692,1006 ~ 2006,1.970000 ~ 2.270000,0.492500 ~ 0.567500,0 ~ 3,18 M 495 K 213 B,8 M 464 K 28 B
Tue Jul 17 04:31:19 2018,25530031,19,2000,99344,99334,99359,99347,98017,100156,0,0,125772,106038,145224,61064,2006,2.000000 ~ 4.900000,0.500000 ~ 1.225000,0 ~ 6,18 M 614 K 671 B,8 M 529 K 349 B
Tue Jul 17 04:32:19 2018,25530032,19,2000,99345,99330,99356,99382,98039,100644,0,0,124696,99576,158741,99292,2006,4.900000 ~ 6.400000,1.225000 ~ 1.600000,0 ~ 4,18 M 639 K 60 B,8 M 520 K 420 B
Tue Jul 17 04:33:19 2018,25530033,19,2000,99347,99335,99355,99290,98207,100292,0,0,118442,96421,147577,99355,2006,5.880000 ~ 7.360000,1.470000 ~ 1.840000,1 ~ 3,18 M 577 K 192 B,8 M 501 K 87 B
Tue Jul 17 04:34:19 2018,25530034,19,2000,99347,99333,99359,99324,98547,100068,0,0,124281,101508,155860,99204,2006,4.650000 ~ 6.600000,1.162500 ~ 1.650000,1 ~ 110,18 M 565 K 350 B,8 M 528 K 755 B
Tue Jul 17 04:35:16 2018,25530035,16,2000,99346,99321,99358,99333,98336,100135,0,0,127935,98530,148172,99615,2006 ~ 2817,4.840000 ~ 6.250000,1.210000 ~ 1.562500,0 ~ 110,24 M 320 K 493 B,10 M 163 K 673 B
Tue Jul 17 04:35:19 2018,25530035,19,3000,136040,131261,139062,133701,125570,139014,0,0,230887,170770,279746,99615,2006 ~ 2817,4.840000 ~ 6.250000,1.210000 ~ 1.562500,0 ~ 110,24 M 320 K 493 B,10 M 163 K 673 B
Tue Jul 17 04:36:19 2018,25530036,19,3000,148091,139876,149023,147818,138943,150177,0,0,319482,233314,578561,105636,2822 ~ 3006,6.070000 ~ 7.910000,1.517500 ~ 1.977500,0 ~ 104,28 M 592 K 203 B,11 M 659 K 460 B
Tue Jul 17 04:37:19 2018,25530037,19,3000,149007,148999,149016,148739,146525,151314,0,2934,324282,227660,503708,147855,3006,7.290000 ~ 8.280000,1.822500 ~ 2.070000,0 ~ 108,28 M 145 K 435 B,11 M 470 K 974 B
Tue Jul 17 04:38:19 2018,25530038,19,3000,149008,148991,149028,149246,146953,151878,0,0,402698,228288,1263305,149240,3006,7.580000 ~ 8.920000,1.895000 ~ 2.230000,0 ~ 108,26 M 25 K 277 B,10 M 685 K 271 B
Tue Jul 17 04:39:19 2018,25530039,19,3000,149006,148975,149022,148955,147107,150162,0,0,351758,240629,828407,148560,3006,8.460000 ~ 9.260000,2.115000 ~ 2.315000,0 ~ 107,28 M 601 K 724 B,11 M 603 K 807 B
