Record time (UTC), UTC Minute, Second, Stress Connection Count, Average Send QPS, Min Send QPS, Max Send QPS, Average Recv QPS, Min Recv QPS, Max Recv QPS, Average Send Error Count, Recv Error Count, Average Time Cost (usec), Min Time Cost (usec), Max Time Cost (usec), Interface QPS, Server Connection Count, load, load/cpu, ping/2 (msec), Recv Bytes/s, Send Bytes/s
Mon Jul 16 10:38:19 2018,25528958,19,1000,49129,47502,49678,49183,47717,49680,0,0,523,459,702,0,6 ~ 1007,0.000000 ~ 0.080000,0.000000 ~ 0.010000,0,9 M 1023 K 212 B,4 M 902 K 490 B
Mon Jul 16 10:39:19 2018,25528959,19,1000,49676,49674,49680,49676,49671,49680,0,0,475,453,495,10801,1007,0.060000 ~ 0.250000,0.007500 ~ 0.031250,0,9 M 1022 K 542 B,4 M 902 K 921 B
Mon Jul 16 10:40:19 2018,25528960,19,1000,49676,49668,49682,49676,49666,49681,0,0,493,487,508,49607,1007,0.180000 ~ 0.250000,0.022500 ~ 0.031250,0,9 M 1022 K 392 B,4 M 902 K 387 B
Mon Jul 16 10:41:19 2018,25528961,19,1000,49677,49673,49683,49677,49671,49685,0,0,501,487,510,49776,1007,0.090000 ~ 0.230000,0.011250 ~ 0.028750,0,9 M 1022 K 537 B,4 M 902 K 225 B
Mon Jul 16 10:42:19 2018,25528962,19,1000,49674,49641,49681,49674,49644,49681,0,0,515,506,574,49602,1007,0.370000 ~ 0.620000,0.046250 ~ 0.077500,0,9 M 1023 K 284 B,4 M 903 K 341 B
Mon Jul 16 10:43:17 2018,25528963,17,1000,49676,49663,49683,49676,49660,49683,0,0,541,506,878,49760,1007 ~ 2007,0.240000 ~ 0.440000,0.030000 ~ 0.055000,0,19 M 1014 K 622 B,9 M 779 K 522 B
Mon Jul 16 10:43:19 2018,25528963,19,2000,97959,96581,99336,98081,96821,99342,0,0,674,494,748,49760,1007 ~ 2007,0.240000 ~ 0.440000,0.030000 ~ 0.055000,0,19 M 1014 K 622 B,9 M 779 K 522 B
Mon Jul 16 10:44:19 2018,25528964,19,2000,99347,99334,99353,99348,99329,99356,0,0,621,470,759,56732,2007,0.440000 ~ 2.500000,0.055000 ~ 0.312500,0,19 M 1018 K 720 B,9 M 779 K 923 B
Mon Jul 16 10:45:19 2018,25528965,19,2000,99346,99338,99352,99346,99329,99354,0,0,658,529,774,99671,2007,2.350000 ~ 2.980000,0.293750 ~ 0.372500,0,19 M 1023 K 654 B,9 M 782 K 384 B
Mon Jul 16 10:46:19 2018,25528966,19,2000,99346,99340,99352,99346,99330,99368,0,0,666,548,800,99065,2007,2.260000 ~ 2.880000,0.282500 ~ 0.360000,0,19 M 1018 K 882 B,9 M 779 K 534 B
Mon Jul 16 10:47:19 2018,25528967,19,2000,99345,99339,99354,99345,99338,99356,0,0,675,552,802,99362,2007,2.180000 ~ 3.730000,0.272500 ~ 0.466250,0 ~ 1,20 M 1 K 198 B,9 M 781 K 317 B
Mon Jul 16 10:48:18 2018,25528968,18,2000,99344,99323,99352,99344,99315,99355,0,0,699,545,1091,99463,2007 ~ 3007,4.050000 ~ 5.570000,0.506250 ~ 0.696250,0 ~ 1,29 M 990 K 31 B,14 M 644 K 723 B
Mon Jul 16 10:48:19 2018,25528968,19,3000,146894,146894,146894,146881,146881,146881,0,0,1833,1108,3080,99463,2007 ~ 3007,4.050000 ~ 5.570000,0.506250 ~ 0.696250,0 ~ 1,29 M 990 K 31 B,14 M 644 K 723 B
Mon Jul 16 10:49:06 2018,25528969,6,3000,148991,148981,149005,148992,148952,149022,0,0,1551,1118,2220,103332,3007,4.220000 ~ 6.640000,0.527500 ~ 0.830000,0,29 M 1016 K 613 B,14 M 662 K 192 B
Mon Jul 16 10:49:07 2018,25528969,7,2000,99334,99334,99334,99294,99294,99294,0,0,1754,1300,2208,103332,3007,4.220000 ~ 6.640000,0.527500 ~ 0.830000,0,29 M 1016 K 613 B,14 M 662 K 192 B
Mon Jul 16 10:49:19 2018,25528969,19,3000,148993,148988,148999,148997,148970,149031,0,0,1552,1091,2228,103332,3007,4.220000 ~ 6.640000,0.527500 ~ 0.830000,0,29 M 1016 K 613 B,14 M 662 K 192 B
Mon Jul 16 10:50:19 2018,25528970,19,3000,148993,148984,149004,148993,148973,149017,0,0,1584,1081,2395,149140,3007,5.280000 ~ 7.110000,0.660000 ~ 0.888750,0,29 M 1014 K 441 B,14 M 662 K 441 B
Mon Jul 16 10:51:19 2018,25528971,19,3000,148993,148980,149004,148993,148946,149042,0,0,1610,1112,2374,148871,3007,6.220000 ~ 8.770000,0.777500 ~ 1.096250,0,29 M 1011 K 853 B,14 M 661 K 205 B
Mon Jul 16 10:52:19 2018,25528972,19,3000,149018,148937,149045,148977,147693,149549,0,0,14270,1134,26766,148872,3007,6.050000 ~ 9.590000,0.756250 ~ 1.198750,0,30 M 20 K 356 B,14 M 670 K 140 B
Mon Jul 16 10:53:19 2018,25528973,19,3000,149036,149026,149043,149035,149018,149044,0,0,18204,17863,18492,149226,3007,5.080000 ~ 6.790000,0.635000 ~ 0.848750,0,30 M 21 K 209 B,14 M 670 K 259 B
Mon Jul 16 10:54:05 2018,25528974,5,4000,197784,193299,198688,197805,193390,198758,0,0,14868,3502,18662,149063,3692 ~ 4007,4.980000 ~ 7.300000,0.622500 ~ 0.912500,0 ~ 2,40 M 24 K 609 B,19 M 555 K 58 B
Mon Jul 16 10:54:06 2018,25528974,6,3000,149009,149009,149009,148988,148988,148988,0,0,13405,3592,18518,149063,3692 ~ 4007,4.980000 ~ 7.300000,0.622500 ~ 0.912500,0 ~ 2,40 M 24 K 609 B,19 M 555 K 58 B
Mon Jul 16 10:54:19 2018,25528974,19,4000,198683,198671,198694,198682,198529,198833,0,0,14811,3408,18672,149063,3692 ~ 4007,4.980000 ~ 7.300000,0.622500 ~ 0.912500,0 ~ 2,40 M 24 K 609 B,19 M 555 K 58 B
Mon Jul 16 10:55:19 2018,25528975,19,4000,198685,198671,198696,198684,198515,198840,0,0,14844,3518,18691,198800,4007,7.580000 ~ 12.030000,0.947500 ~ 1.503750,0 ~ 2,40 M 21 K 555 B,19 M 562 K 735 B
Mon Jul 16 10:56:19 2018,25528976,19,4000,198687,198634,198719,198673,197543,199523,0,0,16521,3811,32478,198632,4007,10.820000 ~ 12.370000,1.352500 ~ 1.546250,0,40 M 601 K 477 B,19 M 698 K 611 B
Mon Jul 16 10:57:19 2018,25528977,19,4000,198713,198699,198723,198714,198685,198746,0,0,19069,17238,19832,198397,4007,6.670000 ~ 10.190000,0.833750 ~ 1.273750,0,40 M 86 K 665 B,19 M 584 K 376 B
Mon Jul 16 10:58:19 2018,25528978,19,4000,198717,198710,198725,198715,198681,198743,0,0,19394,17974,19982,199021,4007,6.770000 ~ 8.330000,0.846250 ~ 1.041250,0,40 M 59 K 461 B,19 M 568 K 367 B
Mon Jul 16 10:59:01 2018,25528979,1,4000,198709,198704,198714,197301,195877,198725,0,0,27596,18749,49585,198396,4007 ~ 5007,5.330000 ~ 9.000000,0.666250 ~ 1.125000,0,51 M 281 K 955 B,23 M 462 K 967 B
Mon Jul 16 10:59:14 2018,25528979,14,5000,248026,244629,248415,178270,83111,249438,0,0,1041047,64836,8188403,198396,4007 ~ 5007,5.330000 ~ 9.000000,0.666250 ~ 1.125000,0,51 M 281 K 955 B,23 M 462 K 967 B
Mon Jul 16 10:59:15 2018,25528979,15,4000,198357,198357,198357,101824,101824,101824,0,0,8845555,8334586,9128430,198396,4007 ~ 5007,5.330000 ~ 9.000000,0.666250 ~ 1.125000,0,51 M 281 K 955 B,23 M 462 K 967 B
Mon Jul 16 10:59:19 2018,25528979,19,5000,247887,247665,248102,114736,84325,144565,0,0,11683704,9444018,14448948,198396,4007 ~ 5007,5.330000 ~ 9.000000,0.666250 ~ 1.125000,0,51 M 281 K 955 B,23 M 462 K 967 B
