Record time (UTC), UTC Minute, Second, Stress Connection Count, Average Send QPS, Min Send QPS, Max Send QPS, Average Recv QPS, Min Recv QPS, Max Recv QPS, Average Send Error Count, Recv Error Count, Average Time Cost (usec), Min Time Cost (usec), Max Time Cost (usec), Interface QPS, Server Connection Count, load, load/cpu, ping/2 (msec), Recv Bytes/s, Send Bytes/s
Thu Jul 26 20:41:01 2018,25543481,1,10000,199,199,199,199,199,199,0,0,311,311,311,2454,5 ~ 80006,0.020000 ~ 0.100000,0.005000 ~ 0.025000,0,882 K 406 B,589 K 671 B
Thu Jul 26 20:41:02 2018,25543481,2,20000,399,399,399,399,399,399,0,0,304,304,305,2454,5 ~ 80006,0.020000 ~ 0.100000,0.005000 ~ 0.025000,0,882 K 406 B,589 K 671 B
Thu Jul 26 20:41:03 2018,25543481,3,40000,799,799,799,799,799,799,0,0,304,291,315,2454,5 ~ 80006,0.020000 ~ 0.100000,0.005000 ~ 0.025000,0,882 K 406 B,589 K 671 B
Thu Jul 26 20:41:04 2018,25543481,4,60000,1199,1199,1199,1199,1199,1199,0,0,312,291,321,2454,5 ~ 80006,0.020000 ~ 0.100000,0.005000 ~ 0.025000,0,882 K 406 B,589 K 671 B
Thu Jul 26 20:41:05 2018,25543481,5,70000,1398,1398,1398,1398,1398,1398,0,0,310,296,325,2454,5 ~ 80006,0.020000 ~ 0.100000,0.005000 ~ 0.025000,0,882 K 406 B,589 K 671 B
Thu Jul 26 20:42:00 2018,25543482,0,80000,1598,1598,1598,1598,1598,1598,0,0,306,263,325,797,80006 ~ 180006,0.050000 ~ 0.200000,0.012500 ~ 0.050000,0,1 M 234 K 1016 B,730 K 392 B
Thu Jul 26 20:42:01 2018,25543482,1,90000,1798,1798,1798,1798,1798,1798,0,0,309,264,333,797,80006 ~ 180006,0.050000 ~ 0.200000,0.012500 ~ 0.050000,0,1 M 234 K 1016 B,730 K 392 B
Thu Jul 26 20:42:02 2018,25543482,2,110000,2197,2197,2197,2197,2197,2197,0,0,302,258,339,797,80006 ~ 180006,0.050000 ~ 0.200000,0.012500 ~ 0.050000,0,1 M 234 K 1016 B,730 K 392 B
Thu Jul 26 20:42:03 2018,25543482,3,130000,2597,2597,2597,2597,2597,2597,0,0,311,268,354,797,80006 ~ 180006,0.050000 ~ 0.200000,0.012500 ~ 0.050000,0,1 M 234 K 1016 B,730 K 392 B
Thu Jul 26 20:42:04 2018,25543482,4,140000,2797,2797,2797,2797,2797,2797,0,0,304,256,343,797,80006 ~ 180006,0.050000 ~ 0.200000,0.012500 ~ 0.050000,0,1 M 234 K 1016 B,730 K 392 B
Thu Jul 26 20:42:05 2018,25543482,5,160000,3197,3197,3197,3197,3197,3197,0,0,306,259,367,797,80006 ~ 180006,0.050000 ~ 0.200000,0.012500 ~ 0.050000,0,1 M 234 K 1016 B,730 K 392 B
Thu Jul 26 20:43:00 2018,25543483,0,180000,3597,3597,3597,3597,3597,3597,0,0,329,274,510,2562,180006 ~ 280006,0.130000 ~ 0.330000,0.032500 ~ 0.082500,0,1 M 722 K 53 B,932 K 545 B
Thu Jul 26 20:43:01 2018,25543483,1,190000,3796,3796,3796,3796,3796,3796,0,0,313,267,349,2562,180006 ~ 280006,0.130000 ~ 0.330000,0.032500 ~ 0.082500,0,1 M 722 K 53 B,932 K 545 B
Thu Jul 26 20:43:02 2018,25543483,2,210000,4196,4196,4196,4196,4196,4196,0,0,323,284,361,2562,180006 ~ 280006,0.130000 ~ 0.330000,0.032500 ~ 0.082500,0,1 M 722 K 53 B,932 K 545 B
Thu Jul 26 20:43:03 2018,25543483,3,230000,4595,4595,4595,4595,4595,4595,0,0,308,270,338,2562,180006 ~ 280006,0.130000 ~ 0.330000,0.032500 ~ 0.082500,0,1 M 722 K 53 B,932 K 545 B
Thu Jul 26 20:43:04 2018,25543483,4,240000,4795,4795,4795,4795,4795,4795,0,0,313,275,341,2562,180006 ~ 280006,0.130000 ~ 0.330000,0.032500 ~ 0.082500,0,1 M 722 K 53 B,932 K 545 B
Thu Jul 26 20:43:05 2018,25543483,5,260000,5195,5195,5195,5195,5195,5195,0,0,306,266,346,2562,180006 ~ 280006,0.130000 ~ 0.330000,0.032500 ~ 0.082500,0,1 M 722 K 53 B,932 K 545 B
Thu Jul 26 20:44:00 2018,25543484,0,280000,5595,5595,5595,5595,5595,5595,0,0,315,279,343,4541,280006 ~ 380006,0.220000 ~ 0.480000,0.055000 ~ 0.120000,0,2 M 213 K 752 B,1 M 129 K 858 B
Thu Jul 26 20:44:01 2018,25543484,1,290000,5794,5794,5794,5794,5794,5794,0,0,333,288,525,4541,280006 ~ 380006,0.220000 ~ 0.480000,0.055000 ~ 0.120000,0,2 M 213 K 752 B,1 M 129 K 858 B
Thu Jul 26 20:44:02 2018,25543484,2,310000,6194,6194,6194,6194,6194,6194,0,0,349,276,458,4541,280006 ~ 380006,0.220000 ~ 0.480000,0.055000 ~ 0.120000,0,2 M 213 K 752 B,1 M 129 K 858 B
Thu Jul 26 20:44:03 2018,25543484,3,330000,6594,6594,6594,6594,6594,6594,0,0,329,282,476,4541,280006 ~ 380006,0.220000 ~ 0.480000,0.055000 ~ 0.120000,0,2 M 213 K 752 B,1 M 129 K 858 B
Thu Jul 26 20:44:04 2018,25543484,4,340000,6794,6794,6794,6794,6794,6794,0,0,309,278,353,4541,280006 ~ 380006,0.220000 ~ 0.480000,0.055000 ~ 0.120000,0,2 M 213 K 752 B,1 M 129 K 858 B
Thu Jul 26 20:44:05 2018,25543484,5,360000,7192,7192,7192,7192,7192,7192,0,0,309,277,353,4541,280006 ~ 380006,0.220000 ~ 0.480000,0.055000 ~ 0.120000,0,2 M 213 K 752 B,1 M 129 K 858 B
Thu Jul 26 20:45:00 2018,25543485,0,380000,7592,7592,7592,7592,7592,7592,0,0,374,298,463,6555,380006 ~ 471679,0.410000 ~ 1.000000,0.102500 ~ 0.250000,0,2 M 685 K 557 B,1 M 324 K 964 B
Thu Jul 26 20:45:01 2018,25543485,1,390000,7793,7793,7793,7793,7793,7793,0,0,377,317,426,6555,380006 ~ 471679,0.410000 ~ 1.000000,0.102500 ~ 0.250000,0,2 M 685 K 557 B,1 M 324 K 964 B
Thu Jul 26 20:45:02 2018,25543485,2,410000,8189,8189,8189,8189,8189,8189,0,0,404,339,480,6555,380006 ~ 471679,0.410000 ~ 1.000000,0.102500 ~ 0.250000,0,2 M 685 K 557 B,1 M 324 K 964 B
Thu Jul 26 20:45:03 2018,25543485,3,430000,8592,8592,8592,8592,8592,8592,0,0,351,302,439,6555,380006 ~ 471679,0.410000 ~ 1.000000,0.102500 ~ 0.250000,0,2 M 685 K 557 B,1 M 324 K 964 B
Thu Jul 26 20:45:04 2018,25543485,4,440000,8791,8791,8791,8791,8791,8791,0,0,382,323,435,6555,380006 ~ 471679,0.410000 ~ 1.000000,0.102500 ~ 0.250000,0,2 M 685 K 557 B,1 M 324 K 964 B
Thu Jul 26 20:45:05 2018,25543485,5,460000,9192,9192,9192,9192,9192,9192,0,0,356,316,415,6555,380006 ~ 471679,0.410000 ~ 1.000000,0.102500 ~ 0.250000,0,2 M 685 K 557 B,1 M 324 K 964 B
Thu Jul 26 20:46:00 2018,25543486,0,470000,9389,9389,9389,9389,9389,9389,0,0,383,313,421,8517,480006 ~ 560846,0.720000 ~ 1.480000,0.180000 ~ 0.370000,0 ~ 2,3 M 121 K 94 B,1 M 515 K 725 B
Thu Jul 26 20:46:01 2018,25543486,1,490000,9790,9790,9790,9790,9790,9790,0,0,342,294,382,8517,480006 ~ 560846,0.720000 ~ 1.480000,0.180000 ~ 0.370000,0 ~ 2,3 M 121 K 94 B,1 M 515 K 725 B
Thu Jul 26 20:46:02 2018,25543486,2,500000,9991,9991,9991,9991,9991,9991,0,0,358,300,442,8517,480006 ~ 560846,0.720000 ~ 1.480000,0.180000 ~ 0.370000,0 ~ 2,3 M 121 K 94 B,1 M 515 K 725 B
Thu Jul 26 20:46:03 2018,25543486,3,520000,10388,10388,10388,10388,10388,10388,0,0,430,349,526,8517,480006 ~ 560846,0.720000 ~ 1.480000,0.180000 ~ 0.370000,0 ~ 2,3 M 121 K 94 B,1 M 515 K 725 B
Thu Jul 26 20:46:04 2018,25543486,4,540000,10785,10785,10785,10785,10785,10785,0,0,463,320,643,8517,480006 ~ 560846,0.720000 ~ 1.480000,0.180000 ~ 0.370000,0 ~ 2,3 M 121 K 94 B,1 M 515 K 725 B
Thu Jul 26 20:46:05 2018,25543486,5,550000,10988,10988,10988,10988,10988,10988,0,0,423,318,628,8517,480006 ~ 560846,0.720000 ~ 1.480000,0.180000 ~ 0.370000,0 ~ 2,3 M 121 K 94 B,1 M 515 K 725 B
Thu Jul 26 20:47:00 2018,25543487,0,560000,11177,11177,11177,11177,11177,11177,0,0,882,591,1159,10383,567213 ~ 640006,0.900000 ~ 1.910000,0.225000 ~ 0.477500,0,3 M 293 K 66 B,1 M 520 K 511 B
Thu Jul 26 20:47:01 2018,25543487,1,580000,11587,11587,11587,11587,11587,11587,0,0,451,322,880,10383,567213 ~ 640006,0.900000 ~ 1.910000,0.225000 ~ 0.477500,0,3 M 293 K 66 B,1 M 520 K 511 B
Thu Jul 26 20:47:02 2018,25543487,2,590000,11788,11788,11788,11788,11788,11788,0,0,408,342,509,10383,567213 ~ 640006,0.900000 ~ 1.910000,0.225000 ~ 0.477500,0,3 M 293 K 66 B,1 M 520 K 511 B
Thu Jul 26 20:47:03 2018,25543487,3,600000,11986,11986,11986,11986,11986,11986,0,0,397,344,471,10383,567213 ~ 640006,0.900000 ~ 1.910000,0.225000 ~ 0.477500,0,3 M 293 K 66 B,1 M 520 K 511 B
Thu Jul 26 20:47:04 2018,25543487,4,610000,12181,12181,12181,12181,12181,12181,0,0,418,336,465,10383,567213 ~ 640006,0.900000 ~ 1.910000,0.225000 ~ 0.477500,0,3 M 293 K 66 B,1 M 520 K 511 B
Thu Jul 26 20:47:05 2018,25543487,5,630000,12581,12581,12581,12581,12581,12581,0,0,578,342,1262,10383,567213 ~ 640006,0.900000 ~ 1.910000,0.225000 ~ 0.477500,0,3 M 293 K 66 B,1 M 520 K 511 B
Thu Jul 26 20:48:00 2018,25543488,0,640000,12774,12774,12774,12774,12774,12774,0,0,785,441,1576,12035,640006 ~ 720006,0.970000 ~ 1.910000,0.242500 ~ 0.477500,0,3 M 792 K 799 B,1 M 777 K 247 B
Thu Jul 26 20:48:01 2018,25543488,1,650000,12969,12969,12969,12969,12969,12969,0,0,1091,421,1910,12035,640006 ~ 720006,0.970000 ~ 1.910000,0.242500 ~ 0.477500,0,3 M 792 K 799 B,1 M 777 K 247 B
Thu Jul 26 20:48:02 2018,25543488,2,660000,13180,13180,13180,13180,13180,13180,0,0,959,483,1856,12035,640006 ~ 720006,0.970000 ~ 1.910000,0.242500 ~ 0.477500,0,3 M 792 K 799 B,1 M 777 K 247 B
Thu Jul 26 20:48:03 2018,25543488,3,670000,13377,13377,13377,13377,13377,13377,0,0,773,457,1357,12035,640006 ~ 720006,0.970000 ~ 1.910000,0.242500 ~ 0.477500,0,3 M 792 K 799 B,1 M 777 K 247 B
Thu Jul 26 20:48:04 2018,25543488,4,690000,13773,13773,13773,13773,13773,13773,0,0,822,361,1798,12035,640006 ~ 720006,0.970000 ~ 1.910000,0.242500 ~ 0.477500,0,3 M 792 K 799 B,1 M 777 K 247 B
Thu Jul 26 20:48:05 2018,25543488,5,700000,13984,13984,13984,13984,13984,13984,0,0,620,364,1650,12035,640006 ~ 720006,0.970000 ~ 1.910000,0.242500 ~ 0.477500,0,3 M 792 K 799 B,1 M 777 K 247 B
