Record time (UTC), UTC Minute, Second, Stress Connection Count, Average Send QPS, Min Send QPS, Max Send QPS, Average Recv QPS, Min Recv QPS, Max Recv QPS, Average Send Error Count, Recv Error Count, Average Time Cost (usec), Min Time Cost (usec), Max Time Cost (usec), Interface QPS, Server Connection Count, load, load/cpu, ping/2 (msec), Recv Bytes/s, Send Bytes/s
Tue Jul 17 03:56:19 2018,25529996,19,100,46965,46930,46981,46965,46932,46980,0,0,270,269,273,82393,5 ~ 106,0.000000 ~ 0.320000,0.000000 ~ 0.080000,0,9 M 466 K 741 B,4 M 630 K 446 B
Tue Jul 17 03:57:19 2018,25529997,19,100,46969,46960,46979,46969,46958,46981,0,0,274,267,322,16472,106,0.320000 ~ 0.850000,0.080000 ~ 0.212500,0,9 M 464 K 712 B,4 M 630 K 470 B
Tue Jul 17 03:58:19 2018,25529998,19,100,46972,46960,46985,46972,46963,46983,0,0,268,266,271,46985,106,0.850000 ~ 1.570000,0.212500 ~ 0.392500,0,9 M 465 K 816 B,4 M 630 K 1018 B
Tue Jul 17 03:59:19 2018,25529999,19,100,46976,46968,46986,46976,46961,46992,0,0,269,265,319,46968,106,0.790000 ~ 1.220000,0.197500 ~ 0.305000,0,9 M 467 K 634 B,4 M 630 K 819 B
Tue Jul 17 04:00:19 2018,25530000,19,100,46974,46967,46981,46974,46967,46980,0,0,267,265,269,46973,106,0.680000 ~ 1.480000,0.170000 ~ 0.370000,0,9 M 466 K 741 B,4 M 631 K 40 B
Tue Jul 17 04:01:14 2018,25530001,14,100,46983,46837,47000,46959,46644,47001,0,0,2006,977,7185,46994,106 ~ 206,1.160000 ~ 1.860000,0.290000 ~ 0.465000,0 ~ 3,17 M 762 K 742 B,8 M 53 K 890 B
Tue Jul 17 04:01:19 2018,25530001,19,200,93966,93891,93996,93996,93969,94031,0,0,7684,6780,13437,46994,106 ~ 206,1.160000 ~ 1.860000,0.290000 ~ 0.465000,0 ~ 3,17 M 762 K 742 B,8 M 53 K 890 B
Tue Jul 17 04:02:19 2018,25530002,19,200,93986,93967,93995,93986,93973,93995,0,0,6829,6761,7035,60228,206,1.860000 ~ 3.730000,0.465000 ~ 0.932500,3,17 M 747 K 726 B,8 M 43 K 910 B
Tue Jul 17 04:03:19 2018,25530003,19,200,93986,93976,93997,93986,93964,94006,0,0,6840,6771,7054,94175,206,3.590000 ~ 4.760000,0.897500 ~ 1.190000,2 ~ 3,17 M 749 K 250 B,8 M 44 K 78 B
Tue Jul 17 04:04:19 2018,25530004,19,200,93986,93966,94000,93986,93967,94001,0,0,6827,6768,7013,93883,206,4.470000 ~ 5.470000,1.117500 ~ 1.367500,2 ~ 3,17 M 741 K 581 B,8 M 45 K 178 B
Tue Jul 17 04:05:19 2018,25530005,19,200,93986,93974,93998,93985,93970,93998,0,0,6825,6766,6933,93809,206,4.790000 ~ 5.620000,1.197500 ~ 1.405000,3,17 M 741 K 213 B,8 M 41 K 581 B
Tue Jul 17 04:06:15 2018,25530006,15,200,93985,93970,93996,93983,93962,93998,0,0,6941,6772,10211,94175,206 ~ 296,4.580000 ~ 5.000000,1.145000 ~ 1.250000,2 ~ 4,23 M 636 K 21 B,9 M 562 K 691 B
Tue Jul 17 04:06:19 2018,25530006,19,300,133145,127001,136461,133095,126844,136461,0,0,10469,9635,13271,94175,206 ~ 296,4.580000 ~ 5.000000,1.145000 ~ 1.250000,2 ~ 4,23 M 636 K 21 B,9 M 562 K 691 B
Tue Jul 17 04:07:19 2018,25530007,19,300,139651,136453,141148,139650,136451,141167,0,0,10102,9830,10372,102202,296 ~ 306,4.480000 ~ 7.130000,1.120000 ~ 1.782500,4,24 M 263 K 260 B,9 M 725 K 560 B
