Record time (UTC), UTC Minute, Second, Stress Connection Count, Average Send QPS, Min Send QPS, Max Send QPS, Average Recv QPS, Min Recv QPS, Max Recv QPS, Average Send Error Count, Recv Error Count, Average Time Cost (usec), Min Time Cost (usec), Max Time Cost (usec), Interface QPS, Server Connection Count, load, load/cpu, ping/2 (msec), Recv Bytes/s, Send Bytes/s
Mon Jul 16 07:03:19 2018,25528743,19,1000,49432,45295,49680,49436,45366,49680,0,0,363,314,899,151650,6 ~ 1007,0.000000 ~ 0.310000,0.000000 ~ 0.038750,0,10 M 345 B,4 M 904 K 436 B
Mon Jul 16 07:04:19 2018,25528744,19,1000,49675,49667,49679,49675,49669,49679,0,0,359,352,413,46781,1007,0.260000 ~ 0.480000,0.032500 ~ 0.060000,0,9 M 1022 K 425 B,4 M 903 K 389 B
Mon Jul 16 07:05:19 2018,25528745,19,1000,49673,49638,49680,49673,49641,49682,0,0,360,348,401,49588,1007,0.400000 ~ 0.640000,0.050000 ~ 0.080000,0,9 M 1023 K 453 B,4 M 903 K 816 B
Mon Jul 16 07:06:19 2018,25528746,19,1000,49677,49670,49681,49677,49671,49680,0,0,358,348,387,49740,1007,0.200000 ~ 0.420000,0.025000 ~ 0.052500,0,9 M 1022 K 992 B,4 M 904 K 652 B
Mon Jul 16 07:07:19 2018,25528747,19,1000,49676,49672,49683,49676,49671,49683,0,0,397,387,415,49582,1007,0.160000 ~ 0.370000,0.020000 ~ 0.046250,0,9 M 1023 K 634 B,4 M 904 K 509 B
Mon Jul 16 07:08:02 2018,25528748,2,1000,49675,49673,49679,49675,49672,49679,0,0,414,409,417,49741,1007 ~ 2007,0.160000 ~ 1.050000,0.020000 ~ 0.131250,0,19 M 1019 K 639 B,9 M 782 K 875 B
Mon Jul 16 07:08:19 2018,25528748,19,2000,99300,98561,99355,99310,98717,99361,0,0,544,444,692,49741,1007 ~ 2007,0.160000 ~ 1.050000,0.020000 ~ 0.131250,0,19 M 1019 K 639 B,9 M 782 K 875 B
Mon Jul 16 07:09:19 2018,25528749,19,2000,99347,99341,99356,99347,99339,99355,0,0,553,451,692,93099,2007,1.040000 ~ 1.710000,0.130000 ~ 0.213750,0,20 M 7 K 144 B,9 M 785 K 534 B
Mon Jul 16 07:10:19 2018,25528750,19,2000,99347,99343,99352,99347,99335,99363,0,0,576,448,715,99284,2007,1.420000 ~ 1.630000,0.177500 ~ 0.203750,0,19 M 1020 K 182 B,9 M 781 K 881 B
Mon Jul 16 07:11:19 2018,25528751,19,2000,99347,99343,99350,99348,99338,99359,0,0,578,450,720,99340,2007,1.570000 ~ 2.210000,0.196250 ~ 0.276250,0,19 M 1018 K 924 B,9 M 783 K 889 B
Mon Jul 16 07:12:19 2018,25528752,19,2000,99347,99341,99353,99347,99329,99358,0,0,578,445,712,99329,2007,2.020000 ~ 2.600000,0.252500 ~ 0.325000,0,20 M 866 B,9 M 782 K 404 B
