Record time (UTC), UTC Minute, Second, Stress Connection Count, Average Send QPS, Min Send QPS, Max Send QPS, Average Recv QPS, Min Recv QPS, Max Recv QPS, Average Send Error Count, Recv Error Count, Average Time Cost (usec), Min Time Cost (usec), Max Time Cost (usec), Interface QPS, Server Connection Count, load, load/cpu, ping/2 (msec), Recv Bytes/s, Send Bytes/s
Sat Jul 28 02:48:02 2018,25545288,2,10000,598,598,598,598,598,598,0,0,292,292,292,0,4 ~ 60072,0.020000 ~ 0.300000,0.005000 ~ 0.075000,0,1 M 323 K 952 B,789 K 632 B
Sat Jul 28 02:48:03 2018,25545288,3,20000,1197,1197,1197,1197,1197,1197,0,0,308,298,318,0,4 ~ 60072,0.020000 ~ 0.300000,0.005000 ~ 0.075000,0,1 M 323 K 952 B,789 K 632 B
Sat Jul 28 02:48:04 2018,25545288,4,40000,2393,2393,2393,2393,2393,2393,0,0,301,297,307,0,4 ~ 60072,0.020000 ~ 0.300000,0.005000 ~ 0.075000,0,1 M 323 K 952 B,789 K 632 B
Sat Jul 28 02:48:05 2018,25545288,5,50000,2991,2991,2991,2991,2991,2991,0,0,314,304,334,0,4 ~ 60072,0.020000 ~ 0.300000,0.005000 ~ 0.075000,0,1 M 323 K 952 B,789 K 632 B
Sat Jul 28 02:49:00 2018,25545289,0,70000,4188,4188,4188,4188,4188,4188,0,0,331,314,350,1531,70005 ~ 150005,0.220000 ~ 0.610000,0.055000 ~ 0.152500,0,2 M 417 K 161 B,1 M 207 K 971 B
Sat Jul 28 02:49:01 2018,25545289,1,80000,4787,4787,4787,4787,4787,4787,0,0,326,275,350,1531,70005 ~ 150005,0.220000 ~ 0.610000,0.055000 ~ 0.152500,0,2 M 417 K 161 B,1 M 207 K 971 B
Sat Jul 28 02:49:02 2018,25545289,2,90000,5385,5385,5385,5385,5385,5385,0,0,321,268,345,1531,70005 ~ 150005,0.220000 ~ 0.610000,0.055000 ~ 0.152500,0,2 M 417 K 161 B,1 M 207 K 971 B
Sat Jul 28 02:49:03 2018,25545289,3,110000,6582,6582,6582,6582,6582,6582,0,0,319,278,345,1531,70005 ~ 150005,0.220000 ~ 0.610000,0.055000 ~ 0.152500,0,2 M 417 K 161 B,1 M 207 K 971 B
Sat Jul 28 02:49:04 2018,25545289,4,120000,7182,7182,7182,7182,7182,7182,0,0,318,275,341,1531,70005 ~ 150005,0.220000 ~ 0.610000,0.055000 ~ 0.152500,0,2 M 417 K 161 B,1 M 207 K 971 B
Sat Jul 28 02:49:05 2018,25545289,5,130000,7778,7778,7778,7778,7778,7778,0,0,321,275,350,1531,70005 ~ 150005,0.220000 ~ 0.610000,0.055000 ~ 0.152500,0,2 M 417 K 161 B,1 M 207 K 971 B
Sat Jul 28 02:50:00 2018,25545290,0,150000,8976,8976,8976,8976,8976,8976,0,0,335,284,363,6418,150005 ~ 233987,0.460000 ~ 1.300000,0.115000 ~ 0.325000,0,3 M 575 K 803 B,1 M 667 K 514 B
Sat Jul 28 02:50:01 2018,25545290,1,170000,10172,10172,10172,10172,10172,10172,0,0,334,279,368,6418,150005 ~ 233987,0.460000 ~ 1.300000,0.115000 ~ 0.325000,0,3 M 575 K 803 B,1 M 667 K 514 B
Sat Jul 28 02:50:02 2018,25545290,2,180000,10771,10771,10771,10771,10771,10771,0,0,336,294,372,6418,150005 ~ 233987,0.460000 ~ 1.300000,0.115000 ~ 0.325000,0,3 M 575 K 803 B,1 M 667 K 514 B
Sat Jul 28 02:50:03 2018,25545290,3,190000,11370,11370,11370,11370,11370,11370,0,0,328,284,346,6418,150005 ~ 233987,0.460000 ~ 1.300000,0.115000 ~ 0.325000,0,3 M 575 K 803 B,1 M 667 K 514 B
Sat Jul 28 02:50:04 2018,25545290,4,210000,12567,12567,12567,12567,12567,12567,0,0,330,297,361,6418,150005 ~ 233987,0.460000 ~ 1.300000,0.115000 ~ 0.325000,0,3 M 575 K 803 B,1 M 667 K 514 B
