Record time (UTC), UTC Minute, Second, Stress Connection Count, Average Send QPS, Min Send QPS, Max Send QPS, Average Recv QPS, Min Recv QPS, Max Recv QPS, Average Send Error Count, Recv Error Count, Average Time Cost (usec), Min Time Cost (usec), Max Time Cost (usec), Interface QPS, Server Connection Count, load, load/cpu, ping/2 (msec), Recv Bytes/s, Send Bytes/s
Fri Jul 13 09:37:19 2018,25524577,19,100,46940,46934,46946,46940,46926,46952,0,0,382,269,653,149101,5 ~ 106,0.020000 ~ 0.390000,0.005000 ~ 0.097500,0,9 M 459 K 838 B,4 M 626 K 977 B
Fri Jul 13 09:38:19 2018,25524578,19,100,46947,46938,46955,46947,46937,46954,0,0,493,391,554,22824,106,0.240000 ~ 0.400000,0.060000 ~ 0.100000,0,9 M 460 K 206 B,4 M 627 K 607 B
Fri Jul 13 09:39:19 2018,25524579,19,100,46951,46943,46961,46951,46943,46960,0,0,589,554,672,46933,106,0.240000 ~ 0.660000,0.060000 ~ 0.165000,0,9 M 461 K 842 B,4 M 629 K 1 B
Fri Jul 13 09:40:19 2018,25524580,19,100,46950,46941,46958,46950,46943,46957,0,0,616,614,617,46945,106,0.510000 ~ 0.870000,0.127500 ~ 0.217500,0,9 M 461 K 659 B,4 M 629 K 22 B
Fri Jul 13 09:41:19 2018,25524581,19,100,46954,46944,46961,46953,46945,46962,0,0,617,614,646,46968,106,0.540000 ~ 0.960000,0.135000 ~ 0.240000,0,9 M 462 K 57 B,4 M 628 K 402 B
Fri Jul 13 09:42:11 2018,25524582,11,100,46948,46940,46954,46948,46940,46954,0,0,624,575,771,46944,106 ~ 206,1.040000 ~ 1.520000,0.260000 ~ 0.380000,0 ~ 3,17 M 782 K 361 B,8 M 52 K 958 B
Fri Jul 13 09:42:19 2018,25524582,19,200,94075,94031,94100,94050,93603,94253,0,0,8591,6937,13824,46944,106 ~ 206,1.040000 ~ 1.520000,0.260000 ~ 0.380000,0 ~ 3,17 M 782 K 361 B,8 M 52 K 958 B
Fri Jul 13 09:43:19 2018,25524583,19,200,94097,94059,94112,94097,94050,94134,0,0,6992,6795,7406,66536,206,1.480000 ~ 2.990000,0.370000 ~ 0.747500,2 ~ 3,17 M 757 K 616 B,8 M 45 K 394 B
Fri Jul 13 09:44:19 2018,25524584,19,200,94097,94085,94109,94096,94051,94143,0,0,7009,6792,7456,94349,206,2.990000 ~ 4.040000,0.747500 ~ 1.010000,2 ~ 3,17 M 755 K 328 B,8 M 45 K 295 B
Fri Jul 13 09:45:19 2018,25524585,19,200,94100,94085,94111,94101,94053,94146,0,0,7004,6794,7697,94146,206,3.670000 ~ 4.250000,0.917500 ~ 1.062500,3,17 M 759 K 993 B,8 M 45 K 321 B
Fri Jul 13 09:46:19 2018,25524586,19,200,94102,94085,94117,94101,94079,94126,0,0,6947,6785,7221,94006,206,3.550000 ~ 3.990000,0.887500 ~ 0.997500,2 ~ 3,17 M 757 K 798 B,8 M 45 K 706 B
Fri Jul 13 09:47:13 2018,25524587,13,200,94103,94090,94111,94084,93867,94158,0,0,7480,6793,16112,94109,206 ~ 303,3.410000 ~ 3.840000,0.852500 ~ 0.960000,2 ~ 3,24 M 63 K 632 B,9 M 673 K 824 B
