Record time (UTC), UTC Minute, Second, Stress Connection Count, Average Send QPS, Min Send QPS, Max Send QPS, Average Recv QPS, Min Recv QPS, Max Recv QPS, Average Send Error Count, Recv Error Count, Average Time Cost (usec), Min Time Cost (usec), Max Time Cost (usec), Interface QPS, Server Connection Count, load, load/cpu, ping/2 (msec), Recv Bytes/s, Send Bytes/s
Thu Nov 22 13:52:19 2018,25714432,19,100,46897,46694,46952,46890,46634,47018,0,0,3110,2533,6335,130849,6 ~ 107,0.000000 ~ 0.350000,0.000000 ~ 0.043750,0,10 M 124 K 595 B,5 M 934 K 1 B
Thu Nov 22 13:53:19 2018,25714433,19,100,46920,46831,46952,46924,46830,46991,0,0,2896,2528,4550,44234,107,0.250000 ~ 0.530000,0.031250 ~ 0.066250,0,10 M 124 K 91 B,5 M 933 K 573 B
Thu Nov 22 13:54:19 2018,25714434,19,100,46914,46759,46946,46912,46674,46996,0,0,2988,2542,5674,46873,107,0.380000 ~ 0.570000,0.047500 ~ 0.071250,0,10 M 129 K 1019 B,5 M 934 K 671 B
Thu Nov 22 13:55:19 2018,25714435,19,100,46894,46704,46950,46893,46730,46950,0,0,3262,2535,6038,46906,107,0.270000 ~ 0.480000,0.033750 ~ 0.060000,0,10 M 122 K 490 B,5 M 932 K 80 B
Thu Nov 22 13:56:19 2018,25714436,19,100,46894,46809,46946,46894,46798,47041,0,0,3363,2546,5080,47028,107,0.140000 ~ 0.270000,0.017500 ~ 0.033750,0,10 M 122 K 218 B,5 M 932 K 541 B
Thu Nov 22 13:57:02 2018,25714437,2,100,46864,46780,46930,46884,46782,46943,0,0,3938,2626,5503,46852,107 ~ 207,0.130000 ~ 2.110000,0.016250 ~ 0.263750,0,20 M 242 K 960 B,11 M 828 K 951 B
Thu Nov 22 13:57:19 2018,25714437,19,200,93776,93556,93833,93768,93507,93835,0,0,2841,2571,6193,46852,107 ~ 207,0.130000 ~ 2.110000,0.016250 ~ 0.263750,0,20 M 242 K 960 B,11 M 828 K 951 B
Thu Nov 22 13:58:19 2018,25714438,19,200,93778,93625,93839,93779,93626,93889,0,0,2999,2580,5713,87979,207,1.720000 ~ 2.640000,0.215000 ~ 0.330000,0,20 M 228 K 490 B,11 M 831 K 556 B
Thu Nov 22 13:59:19 2018,25714439,19,200,93792,93714,93845,93792,93624,93893,0,0,2950,2577,5113,93756,207,2.250000 ~ 3.050000,0.281250 ~ 0.381250,0,20 M 231 K 909 B,11 M 832 K 782 B
Thu Nov 22 14:00:19 2018,25714440,19,200,93760,93572,93842,93763,93489,93843,0,0,3210,2571,7429,93775,207,2.100000 ~ 2.900000,0.262500 ~ 0.362500,0,20 M 232 K 453 B,11 M 833 K 916 B
Thu Nov 22 14:01:19 2018,25714441,19,200,93790,93599,93841,93786,93589,93888,0,0,2905,2569,5897,93694,207,2.050000 ~ 2.900000,0.256250 ~ 0.362500,0,20 M 229 K 751 B,11 M 830 K 157 B
Thu Nov 22 14:02:03 2018,25714442,3,200,93725,93625,93791,93741,93615,93855,0,0,3489,2689,5899,93764,207 ~ 307,2.220000 ~ 4.200000,0.277500 ~ 0.525000,0 ~ 3,28 M 337 K 346 B,15 M 164 K 266 B
Thu Nov 22 14:02:19 2018,25714442,19,300,140778,140534,140826,140762,140267,140832,0,0,7603,5327,8410,93764,207 ~ 307,2.220000 ~ 4.200000,0.277500 ~ 0.525000,0 ~ 3,28 M 337 K 346 B,15 M 164 K 266 B
Thu Nov 22 14:03:19 2018,25714443,19,300,140799,140764,140826,140798,140755,140841,0,0,7670,7331,8180,131579,306,4.020000 ~ 5.460000,0.502500 ~ 0.682500,3,28 M 366 K 870 B,15 M 172 K 917 B
Thu Nov 22 14:04:19 2018,25714444,19,300,140799,140735,140826,140799,140752,140831,0,0,7668,7527,7897,140871,306,4.960000 ~ 5.710000,0.620000 ~ 0.713750,3,28 M 344 K 142 B,15 M 167 K 136 B
Thu Nov 22 14:05:19 2018,25714445,19,300,140810,140787,140840,140810,140756,140847,0,0,7659,7487,7971,140810,306,4.100000 ~ 5.350000,0.512500 ~ 0.668750,3,28 M 347 K 742 B,15 M 168 K 1020 B
Thu Nov 22 14:06:19 2018,25714446,19,300,140797,140677,140822,140798,140678,140824,0,0,7660,7489,8181,140609,306,3.760000 ~ 4.470000,0.470000 ~ 0.558750,3,28 M 348 K 673 B,15 M 170 K 76 B
Thu Nov 22 14:07:05 2018,25714447,5,300,140810,140787,140858,140792,140763,140819,0,0,7820,7578,9646,141101,306 ~ 406,4.230000 ~ 5.720000,0.528750 ~ 0.715000,3 ~ 5,36 M 184 K 766 B,18 M 145 K 281 B
