Record time (UTC), UTC Minute, Second, Stress Connection Count, Average Send QPS, Min Send QPS, Max Send QPS, Average Recv QPS, Min Recv QPS, Max Recv QPS, Average Send Error Count, Recv Error Count, Average Time Cost (usec), Min Time Cost (usec), Max Time Cost (usec), Interface QPS, Server Connection Count, load, load/cpu, ping/2 (msec), Recv Bytes/s, Send Bytes/s
Tue Nov 20 11:31:19 2018,25711411,19,100,46868,46774,46895,46864,46735,46894,0,0,2692,2613,2788,34580,7 ~ 108,0.030000 ~ 0.290000,0.007500 ~ 0.072500,0,10 M 109 K 961 B,5 M 925 K 134 B
Tue Nov 20 11:32:19 2018,25711412,19,100,46857,46782,46880,46857,46758,46934,0,0,2908,2633,3746,25499,108,0.220000 ~ 1.280000,0.055000 ~ 0.320000,0 ~ 1,10 M 102 K 355 B,5 M 919 K 437 B
Tue Nov 20 11:33:19 2018,25711413,19,100,46867,46839,46880,46867,46842,46890,0,0,2727,2597,3056,46894,108,0.970000 ~ 1.500000,0.242500 ~ 0.375000,0,10 M 107 K 151 B,5 M 923 K 299 B
Tue Nov 20 11:34:19 2018,25711414,19,100,46827,46736,46868,46827,46734,46888,0,0,3033,2709,3366,46827,108,0.650000 ~ 1.260000,0.162500 ~ 0.315000,0 ~ 7,10 M 146 K 678 B,5 M 940 K 614 B
Tue Nov 20 11:35:19 2018,25711415,19,100,46832,46671,46886,46832,46670,46913,0,0,3119,2770,3689,46828,108,0.490000 ~ 0.870000,0.122500 ~ 0.217500,0 ~ 1,10 M 99 K 479 B,5 M 916 K 11 B
Tue Nov 20 11:36:10 2018,25711416,10,100,46863,46843,46876,46863,46821,46877,0,0,2888,2734,3257,46886,108 ~ 208,0.480000 ~ 1.620000,0.120000 ~ 0.405000,0 ~ 4,18 M 78 K 786 B,9 M 67 K 470 B
Tue Nov 20 11:36:19 2018,25711416,19,200,93929,93835,93950,93898,93512,93982,0,0,10441,8379,12323,46886,108 ~ 208,0.480000 ~ 1.620000,0.120000 ~ 0.405000,0 ~ 4,18 M 78 K 786 B,9 M 67 K 470 B
Tue Nov 20 11:37:19 2018,25711417,19,200,93905,93890,93919,93905,93881,93929,0,0,10273,10164,10587,69093,208,1.500000 ~ 2.610000,0.375000 ~ 0.652500,4 ~ 5,18 M 80 K 849 B,9 M 69 K 827 B
Tue Nov 20 11:38:19 2018,25711418,19,200,93907,93896,93930,93907,93887,93954,0,0,10361,10198,10721,94120,208,2.350000 ~ 2.780000,0.587500 ~ 0.695000,4 ~ 5,18 M 96 K 27 B,9 M 71 K 600 B
Tue Nov 20 11:39:19 2018,25711419,19,200,93910,93898,93933,93909,93757,94062,0,0,10354,10142,10641,93845,208,2.290000 ~ 3.410000,0.572500 ~ 0.852500,4,18 M 88 K 371 B,9 M 71 K 372 B
Tue Nov 20 11:40:19 2018,25711420,19,200,93910,93893,93925,93908,93854,93980,0,0,10436,10167,12749,93982,208,3.410000 ~ 3.770000,0.852500 ~ 0.942500,4 ~ 8,18 M 132 K 650 B,9 M 94 K 274 B
Tue Nov 20 11:41:11 2018,25711421,11,200,93901,93888,93907,93902,93884,93924,0,0,12287,11718,13159,93806,208 ~ 308,3.360000 ~ 3.900000,0.840000 ~ 0.975000,2 ~ 4,25 M 923 K 966 B,12 M 35 K 1018 B
Tue Nov 20 11:41:19 2018,25711421,19,300,140846,139986,140980,140792,139531,141070,0,0,17278,13659,18466,93806,208 ~ 308,3.360000 ~ 3.900000,0.840000 ~ 0.975000,2 ~ 4,25 M 923 K 966 B,12 M 35 K 1018 B
Tue Nov 20 11:42:19 2018,25711422,19,300,140968,140955,140983,140967,140865,141117,0,0,17101,16217,17946,112899,308,3.340000 ~ 4.030000,0.835000 ~ 1.007500,4 ~ 5,25 M 918 K 54 B,12 M 33 K 762 B
Tue Nov 20 11:43:19 2018,25711423,19,300,140969,140953,140984,140969,140923,141042,0,0,17131,16398,18071,141023,308,3.430000 ~ 3.880000,0.857500 ~ 0.970000,4,25 M 929 K 123 B,12 M 40 K 625 B
Tue Nov 20 11:44:19 2018,25711424,19,300,140956,140872,140975,140953,140847,141035,0,0,17541,16323,19039,140951,308,3.630000 ~ 4.310000,0.907500 ~ 1.077500,4 ~ 6,25 M 915 K 1008 B,12 M 29 K 663 B
Tue Nov 20 11:45:19 2018,25711425,19,300,140963,140951,140974,140965,140929,141014,0,0,18057,16969,18963,141088,308,3.470000 ~ 4.280000,0.867500 ~ 1.070000,4,26 M 1 K 358 B,12 M 98 K 427 B
Tue Nov 20 11:46:13 2018,25711426,13,300,140967,140941,140983,140958,140817,141000,0,0,17579,16437,23084,141047,308 ~ 407,3.470000 ~ 4.650000,0.867500 ~ 1.162500,4 ~ 5,33 M 612 K 759 B,14 M 1018 K 411 B
Tue Nov 20 11:46:19 2018,25711426,19,400,182754,169261,187424,182615,168797,187365,0,0,28135,22811,30703,141047,308 ~ 407,3.470000 ~ 4.650000,0.867500 ~ 1.162500,4 ~ 5,33 M 612 K 759 B,14 M 1018 K 411 B
Tue Nov 20 11:47:19 2018,25711427,19,400,187831,187428,187954,187828,187279,188105,0,0,29697,27332,34605,155112,407 ~ 408,4.460000 ~ 4.840000,1.115000 ~ 1.210000,5,33 M 785 K 258 B,15 M 30 K 417 B
Tue Nov 20 11:48:19 2018,25711428,19,400,187942,187877,187972,187943,187162,188529,0,0,29638,27629,34359,187574,408,4.040000 ~ 5.000000,1.010000 ~ 1.250000,5,33 M 787 K 490 B,15 M 17 K 343 B
Tue Nov 20 11:49:19 2018,25711429,19,400,187937,187854,187969,187939,187725,188338,0,0,29760,27949,31459,187802,408,5.000000 ~ 6.050000,1.250000 ~ 1.512500,5 ~ 7,33 M 736 K 685 B,15 M 15 K 357 B
Tue Nov 20 11:50:19 2018,25711430,19,400,187942,187918,187964,187939,187638,188189,0,0,29713,27905,31521,188119,408,5.990000 ~ 6.560000,1.497500 ~ 1.640000,4 ~ 5,33 M 891 K 526 B,15 M 69 K 138 B
Tue Nov 20 11:51:14 2018,25711431,14,400,187938,187922,187955,187928,187730,188197,0,0,29787,28453,31466,188019,408 ~ 505,6.200000 ~ 6.800000,1.550000 ~ 1.700000,5,43 M 998 K 87 B,19 M 186 K 117 B
