Record time (UTC), UTC Minute, Second, Stress Connection Count, Average Send QPS, Min Send QPS, Max Send QPS, Average Recv QPS, Min Recv QPS, Max Recv QPS, Average Send Error Count, Recv Error Count, Average Time Cost (usec), Min Time Cost (usec), Max Time Cost (usec), Interface QPS, Server Connection Count, load, load/cpu, ping/2 (msec), Recv Bytes/s, Send Bytes/s
Mon Apr 12 06:35:19 2021,26970155,19,1000,49569,47348,49918,48921,41741,49908,0,68,346224,340410,346926,33461,0 ~ 1006,0.000000,0.000000,0 ~ 138,7 M 477 K 441 B,2 M 254 K 827 B
Mon Apr 12 06:36:19 2021,26970156,19,1000,49842,49774,49900,49844,49713,49970,0,0,346860,346745,346938,23138,1006,0.000000 ~ 0.540000,0.000000 ~ 0.135000,138 ~ 140,7 M 382 K 866 B,2 M 226 K 360 B
Mon Apr 12 06:37:19 2021,26970157,19,1000,49845,49827,49863,49844,49789,49887,0,0,346908,346844,346974,49976,1006,0.390000 ~ 0.530000,0.097500 ~ 0.132500,140,7 M 369 K 66 B,2 M 222 K 321 B
Mon Apr 12 06:38:19 2021,26970158,19,1000,49845,49830,49861,49846,48467,51231,0,0,350453,346770,416079,49808,1006,0.220000 ~ 0.580000,0.055000 ~ 0.145000,140 ~ 171,7 M 372 K 757 B,2 M 227 K 491 B
Mon Apr 12 06:39:19 2021,26970159,19,1000,49845,49830,49862,49845,49785,49919,0,0,346881,346771,346988,49802,1006,0.210000 ~ 0.540000,0.052500 ~ 0.135000,140,7 M 370 K 301 B,2 M 222 K 383 B
Mon Apr 12 06:40:11 2021,26970160,11,1000,49847,49838,49854,49848,49787,49915,0,0,346867,346811,346932,49794,1006 ~ 2006,0.080000 ~ 0.200000,0.020000 ~ 0.050000,140,14 M 766 K 599 B,4 M 452 K 677 B
Mon Apr 12 06:40:19 2021,26970160,19,2000,99336,96810,99780,98413,89237,99990,84,4758,346392,338504,346948,49794,1006 ~ 2006,0.080000 ~ 0.200000,0.020000 ~ 0.050000,140,14 M 766 K 599 B,4 M 452 K 677 B
Mon Apr 12 06:41:19 2021,26970161,19,2000,99696,99605,99800,99697,99614,99784,0,0,346792,346638,346951,69533,2006,0.230000 ~ 1.140000,0.057500 ~ 0.285000,139 ~ 140,14 M 748 K 819 B,4 M 447 K 160 B
Mon Apr 12 06:42:19 2021,26970162,19,2000,99697,99636,99760,99692,99565,99807,0,0,346803,346652,346956,99700,2006,0.830000 ~ 1.280000,0.207500 ~ 0.320000,139 ~ 140,14 M 737 K 414 B,4 M 444 K 854 B
Mon Apr 12 06:43:19 2021,26970163,19,2000,99697,99660,99733,99703,99589,99775,0,0,346809,346648,346944,99712,2006,0.550000 ~ 0.940000,0.137500 ~ 0.235000,140,14 M 730 K 630 B,4 M 441 K 684 B
Mon Apr 12 06:44:19 2021,26970164,19,2000,99697,99668,99722,99699,99624,99758,0,0,346826,346644,347000,99690,2006,0.500000 ~ 0.860000,0.125000 ~ 0.215000,139 ~ 140,14 M 729 K 336 B,4 M 441 K 382 B
Mon Apr 12 06:45:13 2021,26970165,13,2000,99698,99680,99720,99693,99617,99727,0,0,346905,346722,347056,99697,2006 ~ 3006,0.530000 ~ 1.360000,0.132500 ~ 0.340000,140,22 M 108 K 261 B,6 M 673 K 870 B
Mon Apr 12 06:45:19 2021,26970165,19,3000,149049,146565,149606,147797,138981,149678,91,5417,346527,339504,347043,99697,2006 ~ 3006,0.530000 ~ 1.360000,0.132500 ~ 0.340000,140,22 M 108 K 261 B,6 M 673 K 870 B
Mon Apr 12 06:46:19 2021,26970166,19,3000,149541,149476,149606,149537,149455,149649,0,0,346843,346643,347111,116084,3006,1.180000 ~ 1.890000,0.295000 ~ 0.472500,140,22 M 64 K 291 B,6 M 659 K 772 B
Mon Apr 12 06:47:19 2021,26970167,19,3000,149544,149491,149597,149546,149445,149660,0,0,346837,346635,347057,149516,3006,1.430000 ~ 1.950000,0.357500 ~ 0.487500,140,22 M 62 K 243 B,6 M 659 K 507 B
