Record time (UTC), UTC Minute, Second, Stress Connection Count, Average Send QPS, Min Send QPS, Max Send QPS, Average Recv QPS, Min Recv QPS, Max Recv QPS, Average Send Error Count, Recv Error Count, Average Time Cost (usec), Min Time Cost (usec), Max Time Cost (usec), Interface QPS, Server Connection Count, load, load/cpu, ping/2 (msec), Recv Bytes/s, Send Bytes/s
Fri Apr  9 11:47:19 2021,26966147,19,10,17833,17051,17912,17758,10241,23803,0,0,241163,151355,853320,44538,5 ~ 16,0.000000,0.000000,139,3 M 797 K 693 B,1 M 31 K 232 B
Fri Apr  9 11:48:19 2021,26966148,19,10,17906,17900,17914,17906,17866,17929,0,0,151390,151311,151474,11238,16,0.000000,0.000000,139 ~ 140,2 M 606 K 676 B,742 K 530 B
Fri Apr  9 11:49:19 2021,26966149,19,10,17913,17901,17921,17912,17874,17938,0,0,151346,151273,151417,17873,16,0.000000 ~ 0.370000,0.000000 ~ 0.092500,139 ~ 140,2 M 608 K 705 B,743 K 844 B
Fri Apr  9 11:50:19 2021,26966150,19,10,17910,17894,17917,17910,17888,17946,0,0,151366,151274,151496,17943,16,0.150000 ~ 0.270000,0.037500 ~ 0.067500,139,2 M 608 K 566 B,743 K 430 B
Fri Apr  9 11:51:19 2021,26966151,19,10,17909,17904,17915,17909,17883,17925,0,0,151464,151324,151612,17877,16,0.080000 ~ 0.220000,0.020000 ~ 0.055000,139,2 M 607 K 585 B,743 K 1007 B
Fri Apr  9 11:52:08 2021,26966152,8,10,17908,17905,17915,17911,17893,17948,0,0,151495,151440,151537,17939,16 ~ 26,0.030000 ~ 0.080000,0.007500 ~ 0.020000,139,6 M 395 K 340 B,1 M 771 K 186 B
Fri Apr  9 11:52:19 2021,26966152,19,20,35794,35035,35881,35709,28221,41738,0,0,199894,151063,853065,17939,16 ~ 26,0.030000 ~ 0.080000,0.007500 ~ 0.020000,139,6 M 395 K 340 B,1 M 771 K 186 B
Fri Apr  9 11:53:19 2021,26966153,19,20,35878,35871,35887,35878,35808,35945,0,0,151343,151017,151888,27883,26,0.020000 ~ 0.100000,0.005000 ~ 0.025000,139,5 M 198 K 631 B,1 M 460 K 915 B
Fri Apr  9 11:54:19 2021,26966154,19,20,35877,35860,35885,35878,35845,35909,0,0,151335,151081,151659,35914,26,0.030000 ~ 0.170000,0.007500 ~ 0.042500,139,5 M 197 K 1020 B,1 M 461 K 4 B
Fri Apr  9 11:55:19 2021,26966155,19,20,35873,35857,35879,35874,35805,35915,0,0,151330,151102,151572,35905,26,0.100000 ~ 0.390000,0.025000 ~ 0.097500,139,5 M 198 K 395 B,1 M 460 K 268 B
