Record time (UTC), UTC Minute, Second, Stress Connection Count, Average Send QPS, Min Send QPS, Max Send QPS, Average Recv QPS, Min Recv QPS, Max Recv QPS, Average Send Error Count, Recv Error Count, Average Time Cost (usec), Min Time Cost (usec), Max Time Cost (usec), Interface QPS, Server Connection Count, load, load/cpu, ping/2 (msec), Recv Bytes/s, Send Bytes/s
Mon Apr 12 05:16:19 2021,26970076,19,100,46234,46234,46234,43168,43168,43168,0,0,185650,185650,185650,0,6 ~ 107,0.000000,0.000000,0,4 M 692 K 705 B,1 M 272 K 246 B
Mon Apr 12 05:17:19 2021,26970077,19,100,48478,48472,48487,48486,48388,48576,0,0,185208,184992,185542,2865,106 ~ 107,0.000000 ~ 0.550000,0.000000 ~ 0.137500,0 ~ 139,7 M 28 K 495 B,1 M 985 K 84 B
Mon Apr 12 05:18:19 2021,26970078,19,100,48487,48473,48500,48484,48395,48573,0,0,185188,184840,185423,48495,106,0.420000 ~ 0.690000,0.105000 ~ 0.172500,138 ~ 139,7 M 32 K 716 B,1 M 983 K 735 B
Mon Apr 12 05:19:19 2021,26970079,19,100,48486,48472,48497,48485,48370,48591,0,0,185183,184999,185350,48500,106,0.540000 ~ 0.770000,0.135000 ~ 0.192500,138 ~ 139,7 M 29 K 997 B,1 M 984 K 33 B
Mon Apr 12 05:20:19 2021,26970080,19,100,48488,48472,48499,48486,48365,48561,0,0,185203,185039,185339,48511,106,0.550000 ~ 0.760000,0.137500 ~ 0.190000,138 ~ 139,7 M 28 K 952 B,1 M 982 K 797 B
Mon Apr 12 05:21:19 2021,26970081,19,100,48483,48473,48493,48480,48348,48576,0,0,185148,184950,185336,48498,106,0.490000 ~ 1.190000,0.122500 ~ 0.297500,138 ~ 139,7 M 33 K 463 B,1 M 985 K 69 B
Mon Apr 12 05:22:00 2021,26970082,0,100,48481,48481,48481,48613,48613,48613,0,0,185588,185588,185588,48498,106 ~ 206,0.950000 ~ 1.170000,0.237500 ~ 0.292500,139,14 M 70 K 633 B,3 M 931 K 863 B
Mon Apr 12 05:22:19 2021,26970082,19,200,96902,94755,97030,96741,91753,97190,0,0,186029,185693,186368,48498,106 ~ 206,0.950000 ~ 1.170000,0.237500 ~ 0.292500,139,14 M 70 K 633 B,3 M 931 K 863 B
Mon Apr 12 05:23:19 2021,26970083,19,200,97017,97005,97030,97014,96916,97110,0,0,186024,185724,186283,96661,206,0.960000 ~ 1.400000,0.240000 ~ 0.350000,138 ~ 139,14 M 62 K 152 B,3 M 928 K 545 B
Mon Apr 12 05:24:19 2021,26970084,19,200,97018,97011,97030,97022,96883,97157,0,0,186000,185710,186224,97032,206,1.100000 ~ 1.420000,0.275000 ~ 0.355000,138 ~ 139,14 M 63 K 791 B,3 M 928 K 113 B
Mon Apr 12 05:25:19 2021,26970085,19,200,97020,97004,97034,97021,96905,97185,0,0,186056,185690,186342,97001,206,1.300000 ~ 1.790000,0.325000 ~ 0.447500,138 ~ 139,14 M 66 K 352 B,3 M 931 K 86 B
Mon Apr 12 05:26:19 2021,26970086,19,200,97022,97012,97031,97019,96901,97183,0,0,186053,185718,186401,97028,206,1.300000 ~ 1.790000,0.325000 ~ 0.447500,138 ~ 139,14 M 62 K 114 B,3 M 929 K 315 B
Mon Apr 12 05:27:01 2021,26970087,1,200,97022,97019,97025,97037,97022,97052,0,0,186156,185953,186281,97023,206 ~ 306,1.360000 ~ 2.040000,0.340000 ~ 0.510000,139,21 M 87 K 668 B,5 M 865 K 826 B
Mon Apr 12 05:27:19 2021,26970087,19,300,145383,143252,145523,145215,140104,145696,0,0,186920,186544,187359,97023,206 ~ 306,1.360000 ~ 2.040000,0.340000 ~ 0.510000,139,21 M 87 K 668 B,5 M 865 K 826 B
Mon Apr 12 05:28:19 2021,26970088,19,300,145514,145498,145533,145513,145365,145658,0,0,186923,186626,187250,141845,306,1.660000 ~ 2.000000,0.415000 ~ 0.500000,139,21 M 92 K 490 B,5 M 864 K 659 B
Mon Apr 12 05:29:19 2021,26970089,19,300,145510,145493,145523,145506,145383,145689,0,0,186923,186553,187376,145644,306,2.000000 ~ 2.800000,0.500000 ~ 0.700000,137 ~ 139,21 M 90 K 28 B,5 M 866 K 206 B
Mon Apr 12 05:30:19 2021,26970090,19,300,145494,145319,145523,145497,134994,156599,0,0,198427,186575,411373,145122,306,2.560000 ~ 3.140000,0.640000 ~ 0.785000,137 ~ 138,23 M 385 K 521 B,6 M 542 K 628 B
Mon Apr 12 05:31:19 2021,26970091,19,300,145499,145485,145514,145491,145258,145754,0,0,186849,186502,187256,145757,306,2.120000 ~ 2.800000,0.530000 ~ 0.700000,138,21 M 85 K 63 B,5 M 870 K 334 B
Mon Apr 12 05:32:02 2021,26970092,2,300,145497,145493,145500,145522,145412,145714,0,0,186907,186642,187188,145634,306 ~ 406,2.100000 ~ 2.780000,0.525000 ~ 0.695000,138,28 M 118 K 1009 B,7 M 795 K 560 B
Mon Apr 12 05:32:19 2021,26970092,19,400,193908,191733,194058,193726,188638,194264,0,0,187717,186974,188364,145634,306 ~ 406,2.100000 ~ 2.780000,0.525000 ~ 0.695000,138,28 M 118 K 1009 B,7 M 795 K 560 B
Mon Apr 12 05:33:19 2021,26970093,19,400,194042,194021,194052,194046,193882,194184,0,0,187753,187332,188088,186772,406,2.710000 ~ 3.280000,0.677500 ~ 0.820000,138,28 M 119 K 615 B,7 M 791 K 835 B
Mon Apr 12 05:34:19 2021,26970094,19,400,194045,194033,194062,194051,193905,194220,0,0,187772,187334,188169,194173,406,3.100000 ~ 3.790000,0.775000 ~ 0.947500,138,28 M 119 K 142 B,7 M 793 K 918 B
Mon Apr 12 05:35:19 2021,26970095,19,400,194039,194026,194052,194035,193853,194230,0,0,187748,187358,188089,194180,406,3.130000 ~ 3.600000,0.782500 ~ 0.900000,137 ~ 138,28 M 126 K 885 B,7 M 798 K 355 B
Mon Apr 12 05:36:19 2021,26970096,19,400,194048,194035,194066,194041,193825,194237,0,0,187742,187330,188061,194124,406,3.160000 ~ 3.920000,0.790000 ~ 0.980000,137 ~ 138,28 M 130 K 283 B,7 M 794 K 302 B
Mon Apr 12 05:37:04 2021,26970097,4,400,194039,194033,194043,194044,193916,194293,0,0,187809,187504,188385,193419,406 ~ 506,2.910000 ~ 3.410000,0.727500 ~ 0.852500,138,35 M 159 K 262 B,9 M 713 K 600 B
Mon Apr 12 05:37:19 2021,26970097,19,500,242401,240273,242567,242199,237110,242716,0,0,188641,188271,189181,193419,406 ~ 506,2.910000 ~ 3.410000,0.727500 ~ 0.852500,138,35 M 159 K 262 B,9 M 713 K 600 B
Mon Apr 12 05:38:19 2021,26970098,19,500,242552,242541,242563,242549,242387,242785,0,0,188628,188268,188996,232532,506,3.180000 ~ 3.500000,0.795000 ~ 0.875000,138,35 M 144 K 835 B,9 M 716 K 721 B
Mon Apr 12 05:39:19 2021,26970099,19,500,242538,242384,242566,242537,242205,242785,0,0,188640,188254,189014,242545,506,3.180000 ~ 4.520000,0.795000 ~ 1.130000,138,35 M 159 K 594 B,9 M 714 K 638 B
Mon Apr 12 05:40:19 2021,26970100,19,500,242546,242524,242563,242543,242369,242792,0,0,188630,188270,188955,242688,506,3.940000 ~ 4.600000,0.985000 ~ 1.150000,138,35 M 152 K 461 B,9 M 710 K 114 B
Mon Apr 12 05:41:19 2021,26970101,19,500,242542,242519,242563,242542,242242,242856,0,0,188599,188192,189034,242461,506,4.250000 ~ 5.170000,1.062500 ~ 1.292500,138,35 M 142 K 581 B,9 M 706 K 250 B
Mon Apr 12 05:42:05 2021,26970102,5,500,242553,242542,242564,242546,242344,242663,0,0,188686,188219,189100,242272,506 ~ 606,4.550000 ~ 5.400000,1.137500 ~ 1.350000,138,42 M 178 K 490 B,11 M 613 K 790 B
Mon Apr 12 05:42:19 2021,26970102,19,600,290915,288843,291090,290706,285782,291323,0,0,189720,189051,190538,242272,506 ~ 606,4.550000 ~ 5.400000,1.137500 ~ 1.350000,138,42 M 178 K 490 B,11 M 613 K 790 B
Mon Apr 12 05:43:19 2021,26970103,19,600,291075,291062,291100,291064,290917,291232,0,0,189736,189377,190293,277777,606,4.970000 ~ 7.040000,1.242500 ~ 1.760000,138,42 M 190 K 735 B,11 M 613 K 246 B
Mon Apr 12 05:44:19 2021,26970104,19,600,291075,291054,291094,291080,290789,291337,0,0,189755,189336,190148,291006,606,6.500000 ~ 7.270000,1.625000 ~ 1.817500,138,42 M 198 K 422 B,11 M 617 K 972 B
Mon Apr 12 05:45:19 2021,26970105,19,600,291059,291025,291074,291063,290807,291261,0,0,189766,189382,190138,291489,606,6.240000 ~ 6.980000,1.560000 ~ 1.745000,138,42 M 229 K 712 B,11 M 619 K 306 B
Mon Apr 12 05:46:19 2021,26970106,19,600,291072,291053,291088,291068,290871,291232,0,0,189782,189401,190354,290531,606,6.230000 ~ 6.630000,1.557500 ~ 1.657500,138 ~ 139,42 M 235 K 207 B,11 M 605 K 769 B
Mon Apr 12 05:47:06 2021,26970107,6,600,291063,291049,291071,291079,290848,291296,0,0,189781,189230,190240,290810,606 ~ 706,5.550000 ~ 6.920000,1.387500 ~ 1.730000,138,49 M 691 K 736 B,13 M 535 K 448 B
Mon Apr 12 05:47:19 2021,26970107,19,700,337745,336436,339564,227349,168006,340335,0,0,4392764,190310,12677466,290810,606 ~ 706,5.550000 ~ 6.920000,1.387500 ~ 1.730000,138,49 M 691 K 736 B,13 M 535 K 448 B
