Record time (UTC), UTC Minute, Second, Stress Connection Count, Average Send QPS, Min Send QPS, Max Send QPS, Average Recv QPS, Min Recv QPS, Max Recv QPS, Average Send Error Count, Recv Error Count, Average Time Cost (usec), Min Time Cost (usec), Max Time Cost (usec), Interface QPS, Server Connection Count, load, load/cpu, ping/2 (msec), Recv Bytes/s, Send Bytes/s
Fri Apr  9 06:37:19 2021,26965837,19,100,47961,46285,48521,47265,43490,48540,0,0,171801,171729,171859,0,3 ~ 104,0.000000 ~ 0.240000,0.000000 ~ 0.060000,139,7 M 29 K 756 B,2 M 11 K 543 B
Fri Apr  9 06:38:19 2021,26965838,19,100,48520,48512,48530,48519,48461,48578,0,0,171851,171689,172057,10681,104,0.200000 ~ 0.990000,0.050000 ~ 0.247500,139,7 M 33 K 468 B,2 M 14 K 311 B
Fri Apr  9 06:39:19 2021,26965839,19,100,48515,48488,48523,48516,48462,48583,0,0,171842,171673,172088,48482,104,0.830000 ~ 1.670000,0.207500 ~ 0.417500,139,7 M 33 K 559 B,2 M 13 K 737 B
Fri Apr  9 06:40:19 2021,26965840,19,100,48521,48505,48536,48522,48466,48579,0,0,171876,171666,172009,48473,104,0.520000 ~ 1.020000,0.130000 ~ 0.255000,139,7 M 33 K 41 B,2 M 13 K 208 B
Fri Apr  9 06:41:19 2021,26965841,19,100,48521,48511,48529,48520,48462,48561,0,0,171857,171732,171992,48631,104,0.520000 ~ 0.940000,0.130000 ~ 0.235000,139,7 M 34 K 306 B,2 M 14 K 759 B
Fri Apr  9 06:42:16 2021,26965842,16,100,48523,48515,48530,48523,48455,48564,0,0,171871,171706,172111,48485,104 ~ 204,0.570000 ~ 1.260000,0.142500 ~ 0.315000,139,14 M 64 K 846 B,3 M 1022 K 477 B
Fri Apr  9 06:42:19 2021,26965842,19,200,96329,94811,97089,95389,91972,97100,0,0,173310,172692,173523,48485,104 ~ 204,0.570000 ~ 1.260000,0.142500 ~ 0.315000,139,14 M 64 K 846 B,3 M 1022 K 477 B
Fri Apr  9 06:43:19 2021,26965843,19,200,97085,97064,97098,97084,97037,97165,0,0,173544,173255,173774,55875,204,1.260000 ~ 2.410000,0.315000 ~ 0.602500,139,14 M 73 K 355 B,3 M 1018 K 969 B
Fri Apr  9 06:44:19 2021,26965844,19,200,97081,97055,97093,97081,96950,97162,0,0,173515,173246,173806,97090,204,1.770000 ~ 2.420000,0.442500 ~ 0.605000,137 ~ 139,14 M 71 K 768 B,3 M 1020 K 690 B
Fri Apr  9 06:45:19 2021,26965845,19,200,97080,97019,97095,97080,96979,97147,0,0,173470,173288,173659,97081,204,1.640000 ~ 2.590000,0.410000 ~ 0.647500,137,14 M 75 K 64 B,3 M 1022 K 162 B
Fri Apr  9 06:46:19 2021,26965846,19,200,97079,97032,97093,97080,96057,98412,0,0,179111,173233,373547,97079,204,2.240000 ~ 2.950000,0.560000 ~ 0.737500,137 ~ 138,14 M 326 K 923 B,4 M 62 K 468 B
Fri Apr  9 06:47:18 2021,26965847,18,200,97075,97053,97087,97076,96982,97160,0,0,173483,173233,174085,97081,204 ~ 304,1.900000 ~ 2.500000,0.475000 ~ 0.625000,137 ~ 138,21 M 92 K 978 B,5 M 965 K 149 B
Fri Apr  9 06:47:19 2021,26965847,19,300,143332,143332,143332,140392,140392,140392,0,0,175111,175022,175160,97081,204 ~ 304,1.900000 ~ 2.500000,0.475000 ~ 0.625000,137 ~ 138,21 M 92 K 978 B,5 M 965 K 149 B
Fri Apr  9 06:48:19 2021,26965848,19,300,145579,145567,145593,145583,145522,145678,0,0,175015,174723,175368,101229,304,2.400000 ~ 3.280000,0.600000 ~ 0.820000,137 ~ 138,21 M 94 K 997 B,5 M 976 K 427 B
