Record time (UTC), UTC Minute, Second, Stress Connection Count, Average Send QPS, Min Send QPS, Max Send QPS, Average Recv QPS, Min Recv QPS, Max Recv QPS, Average Send Error Count, Recv Error Count, Average Time Cost (usec), Min Time Cost (usec), Max Time Cost (usec), Interface QPS, Server Connection Count, load, load/cpu, ping/2 (msec), Recv Bytes/s, Send Bytes/s
Thu Nov 22 22:59:19 2018,25714979,19,1000,48932,41518,49679,48903,41464,49761,0,0,19164,5698,24486,147799,5 ~ 1006,0.000000 ~ 0.210000,0.000000 ~ 0.026250,0,9 M 344 K 149 B,4 M 903 K 528 B
Thu Nov 22 23:00:19 2018,25714980,19,1000,49656,49606,49680,49657,48390,50495,0,0,29932,17427,57956,28982,1006,0.060000 ~ 0.160000,0.007500 ~ 0.020000,0,9 M 526 K 479 B,4 M 942 K 709 B
Thu Nov 22 23:01:19 2018,25714981,19,1000,49663,49610,49680,49664,48589,50718,0,0,27096,17021,54157,49575,1006,0.120000 ~ 0.590000,0.015000 ~ 0.073750,0,9 M 352 K 525 B,4 M 906 K 680 B
Thu Nov 22 23:02:19 2018,25714982,19,1000,49668,49621,49681,49667,49495,49807,0,0,26028,17984,58319,49604,1006,0.140000 ~ 0.360000,0.017500 ~ 0.045000,0,9 M 432 K 122 B,4 M 903 K 868 B
Thu Nov 22 23:03:19 2018,25714983,19,1000,49663,49621,49679,49663,47736,51263,0,0,29128,18096,66147,49767,1006,0.100000 ~ 0.310000,0.012500 ~ 0.038750,0,9 M 526 K 296 B,4 M 960 K 50 B
Thu Nov 22 23:04:10 2018,25714984,10,1000,49661,49622,49676,49662,48932,50457,0,0,29600,17715,58273,49605,1006 ~ 2006,0.420000 ~ 1.480000,0.052500 ~ 0.185000,0,18 M 686 K 887 B,9 M 780 K 292 B
Thu Nov 22 23:04:19 2018,25714984,19,2000,98478,91532,99351,98476,91530,99353,0,0,9408,541,20309,49605,1006 ~ 2006,0.420000 ~ 1.480000,0.052500 ~ 0.185000,0,18 M 686 K 887 B,9 M 780 K 292 B
Thu Nov 22 23:05:19 2018,25714985,19,2000,99333,99279,99352,99334,98600,100013,0,0,14691,525,63397,75075,2006,1.520000 ~ 2.630000,0.190000 ~ 0.328750,0,18 M 948 K 715 B,9 M 814 K 556 B
Thu Nov 22 23:06:19 2018,25714986,19,2000,99338,99292,99354,99337,98228,100745,0,0,13561,518,62544,99553,2006,2.010000 ~ 3.600000,0.251250 ~ 0.450000,0,18 M 772 K 829 B,9 M 779 K 974 B
Thu Nov 22 23:07:19 2018,25714987,19,2000,99335,99283,99353,99334,98754,100127,0,0,15073,513,70100,99233,2006,2.180000 ~ 3.330000,0.272500 ~ 0.416250,0 ~ 3,18 M 781 K 397 B,9 M 800 K 431 B
Thu Nov 22 23:08:19 2018,25714988,19,2000,99340,99305,99356,99340,98363,100230,0,0,13311,530,53906,99206,2006,2.280000 ~ 2.990000,0.285000 ~ 0.373750,0 ~ 3,18 M 790 K 817 B,9 M 793 K 829 B
