Record time (UTC), UTC Minute, Second, Stress Connection Count, Average Send QPS, Min Send QPS, Max Send QPS, Average Recv QPS, Min Recv QPS, Max Recv QPS, Average Send Error Count, Recv Error Count, Average Time Cost (usec), Min Time Cost (usec), Max Time Cost (usec), Interface QPS, Server Connection Count, load, load/cpu, ping/2 (msec), Recv Bytes/s, Send Bytes/s
Thu Nov 22 14:49:19 2018,25714489,19,100,46917,46319,46983,46911,46226,47019,0,0,2829,1472,4437,1117,107,0.000000 ~ 0.190000,0.000000 ~ 0.023750,0,9 M 8 K 505 B,4 M 814 K 354 B
Thu Nov 22 14:50:19 2018,25714490,19,100,46936,46782,46990,46939,46730,46995,0,0,3180,2478,5965,46918,107,0.250000 ~ 0.540000,0.031250 ~ 0.067500,0,9 M 8 K 260 B,4 M 813 K 837 B
Thu Nov 22 14:51:19 2018,25714491,19,100,46953,46842,46989,46952,46814,47026,0,0,2998,2477,5749,46916,107,0.230000 ~ 0.570000,0.028750 ~ 0.071250,0,9 M 8 K 183 B,4 M 814 K 378 B
Thu Nov 22 14:52:19 2018,25714492,19,100,46956,46898,46994,46959,46892,46996,0,0,2878,2477,4551,47024,107,0.180000 ~ 0.410000,0.022500 ~ 0.051250,0,9 M 8 K 109 B,4 M 814 K 561 B
Thu Nov 22 14:53:19 2018,25714493,19,100,46947,46847,46980,46948,46838,46978,0,0,3067,2478,5795,46898,107,0.240000 ~ 0.420000,0.030000 ~ 0.052500,0,9 M 5 K 607 B,4 M 813 K 1020 B
Thu Nov 22 14:54:01 2018,25714494,1,100,46913,46884,46941,46911,46881,46942,0,0,3966,3163,4769,46889,107 ~ 207,0.330000 ~ 2.140000,0.041250 ~ 0.267500,0,18 M 1 K 987 B,9 M 597 K 146 B
Thu Nov 22 14:54:19 2018,25714494,19,200,93855,93366,93927,93852,93325,93927,0,0,2664,1587,5150,46889,107 ~ 207,0.330000 ~ 2.140000,0.041250 ~ 0.267500,0,18 M 1 K 987 B,9 M 597 K 146 B
Thu Nov 22 14:55:19 2018,25714495,19,200,93870,93764,93906,93867,93705,93910,0,0,2935,2492,5739,91618,207,1.810000 ~ 2.750000,0.226250 ~ 0.343750,0,18 M 2 K 1018 B,9 M 597 K 62 B
Thu Nov 22 14:56:19 2018,25714496,19,200,93882,93687,93919,93881,93599,93993,0,0,2810,2492,7170,93927,207,2.190000 ~ 2.890000,0.273750 ~ 0.361250,0,18 M 2 K 529 B,9 M 597 K 286 B
Thu Nov 22 14:57:19 2018,25714497,19,200,93885,93808,93908,93887,93783,93956,0,0,2771,2507,5110,93969,207,2.090000 ~ 3.140000,0.261250 ~ 0.392500,0,18 M 10 K 370 B,9 M 600 K 964 B
