Record time (UTC), UTC Minute, Second, Stress Connection Count, Average Send QPS, Min Send QPS, Max Send QPS, Average Recv QPS, Min Recv QPS, Max Recv QPS, Average Send Error Count, Recv Error Count, Average Time Cost (usec), Min Time Cost (usec), Max Time Cost (usec), Interface QPS, Server Connection Count, load, load/cpu, ping/2 (msec), Recv Bytes/s, Send Bytes/s
Thu Nov 22 16:02:19 2018,25714562,19,100,46482,46482,46482,46486,46486,46486,0,0,444,444,444,0,6 ~ 107,0.000000 ~ 0.240000,0.000000 ~ 0.030000,0,8 M 845 K 747 B,4 M 629 K 718 B
Thu Nov 22 16:03:19 2018,25714563,19,100,46954,46887,46997,46952,46786,46994,0,0,3190,2485,4880,4097,107,0.180000 ~ 0.290000,0.022500 ~ 0.036250,0,8 M 853 K 389 B,4 M 633 K 348 B
Thu Nov 22 16:04:19 2018,25714564,19,100,46957,46818,46989,46957,46838,46989,0,0,2928,2491,6337,46941,107,0.140000 ~ 0.460000,0.017500 ~ 0.057500,0,8 M 853 K 730 B,4 M 633 K 535 B
Thu Nov 22 16:05:19 2018,25714565,19,100,46942,46758,46997,46941,46792,47035,0,0,3411,2477,7613,46933,107,0.250000 ~ 0.440000,0.031250 ~ 0.055000,0,8 M 849 K 98 B,4 M 631 K 214 B
Thu Nov 22 16:06:19 2018,25714566,19,100,46952,46857,46988,46953,46800,46993,0,0,3031,2488,5652,46913,107,0.140000 ~ 0.250000,0.017500 ~ 0.031250,0,8 M 848 K 816 B,4 M 631 K 133 B
Thu Nov 22 16:07:19 2018,25714567,19,100,46960,46858,46992,46960,46792,47049,0,0,2902,2487,5636,46940,107,0.120000 ~ 0.270000,0.015000 ~ 0.033750,0,8 M 849 K 1022 B,4 M 632 K 559 B
Thu Nov 22 16:08:19 2018,25714568,19,200,93870,93277,93939,93868,93160,93943,0,0,2713,2156,5759,47731,207,0.190000 ~ 1.330000,0.023750 ~ 0.166250,0,17 M 659 K 117 B,9 M 230 K 489 B
Thu Nov 22 16:09:19 2018,25714569,19,200,93902,93741,93935,93903,93774,93940,0,0,2723,2494,6111,94024,207,1.310000 ~ 1.760000,0.163750 ~ 0.220000,0,17 M 665 K 755 B,9 M 234 K 65 B
Thu Nov 22 16:10:19 2018,25714570,19,200,93875,93678,93927,93872,93667,93924,0,0,2992,2492,6914,93706,207,1.530000 ~ 2.320000,0.191250 ~ 0.290000,0,17 M 664 K 426 B,9 M 233 K 371 B
Thu Nov 22 16:11:19 2018,25714571,19,200,93910,93821,93943,93913,93857,93941,0,0,2700,2494,4340,93942,207,1.710000 ~ 2.630000,0.213750 ~ 0.328750,0,17 M 665 K 283 B,9 M 233 K 582 B
Thu Nov 22 16:12:19 2018,25714572,19,200,93881,93699,93928,93881,93702,93953,0,0,2909,2506,6145,94012,207,1.510000 ~ 2.460000,0.188750 ~ 0.307500,0 ~ 1,17 M 660 K 305 B,9 M 229 K 300 B
Thu Nov 22 16:13:01 2018,25714573,1,200,93798,93775,93820,93696,93667,93725,0,0,5043,2611,6964,93689,207 ~ 307,2.040000 ~ 2.760000,0.255000 ~ 0.345000,0 ~ 3,24 M 486 K 998 B,11 M 280 K 673 B
Thu Nov 22 16:13:19 2018,25714573,19,300,140896,140454,140942,140892,140389,140947,0,0,7678,7495,8051,93689,207 ~ 307,2.040000 ~ 2.760000,0.255000 ~ 0.345000,0 ~ 3,24 M 486 K 998 B,11 M 280 K 673 B
Thu Nov 22 16:14:19 2018,25714574,19,300,140923,140904,140940,140923,140761,141093,0,0,7713,7352,8768,138811,307,2.640000 ~ 3.640000,0.330000 ~ 0.455000,3,24 M 471 K 913 B,11 M 280 K 473 B
Thu Nov 22 16:15:19 2018,25714575,19,300,140924,140907,140947,140924,140888,140956,0,0,7662,7339,8414,140559,307,2.980000 ~ 3.630000,0.372500 ~ 0.453750,3,24 M 520 K 648 B,11 M 306 K 454 B
Thu Nov 22 16:16:19 2018,25714576,19,300,140925,140910,140951,140925,140894,140948,0,0,7662,7490,7967,140901,307,2.760000 ~ 4.450000,0.345000 ~ 0.556250,3 ~ 4,24 M 467 K 112 B,11 M 278 K 467 B
Thu Nov 22 16:17:19 2018,25714577,19,300,140926,140914,140938,140927,140898,140951,0,0,7664,7419,8105,140914,307,4.330000 ~ 5.310000,0.541250 ~ 0.663750,3,24 M 466 K 462 B,11 M 279 K 135 B
Thu Nov 22 16:18:02 2018,25714578,2,300,140906,140899,140912,140899,140893,140902,0,0,7955,7399,10169,141244,307 ~ 407,4.960000 ~ 5.980000,0.620000 ~ 0.747500,3 ~ 4,30 M 1018 K 586 B,12 M 967 K 77 B
Thu Nov 22 16:18:19 2018,25714578,19,400,187647,181700,188040,187632,181435,188049,0,0,10233,10062,12443,141244,307 ~ 407,4.960000 ~ 5.980000,0.620000 ~ 0.747500,3 ~ 4,30 M 1018 K 586 B,12 M 967 K 77 B
Thu Nov 22 16:19:19 2018,25714579,19,400,188026,187936,188057,188026,187927,188093,0,0,10140,10025,10468,181729,407,5.130000 ~ 5.740000,0.641250 ~ 0.717500,4,30 M 1021 K 953 B,12 M 967 K 592 B
Thu Nov 22 16:20:19 2018,25714580,19,400,188034,188008,188060,188034,188009,188071,0,0,10156,10028,10446,187887,407,4.570000 ~ 5.600000,0.571250 ~ 0.700000,4,30 M 1023 K 621 B,12 M 968 K 221 B
Thu Nov 22 16:21:19 2018,25714581,19,400,188026,188013,188037,188027,188006,188059,0,0,10142,10013,10452,188203,407,4.880000 ~ 5.820000,0.610000 ~ 0.727500,4,30 M 1020 K 832 B,12 M 967 K 545 B
Thu Nov 22 16:22:19 2018,25714582,19,400,188027,188003,188042,188027,188000,188055,0,0,10147,10032,10594,188051,407,4.390000 ~ 5.370000,0.548750 ~ 0.671250,4,30 M 1017 K 390 B,12 M 965 K 283 B
Thu Nov 22 16:23:03 2018,25714583,3,400,188029,188015,188037,188025,188017,188031,0,0,10197,9954,11091,188033,407 ~ 507,4.700000 ~ 5.580000,0.587500 ~ 0.697500,4 ~ 5,37 M 556 K 755 B,14 M 636 K 247 B
