Record time (UTC), UTC Minute, Second, Stress Connection Count, Average Send QPS, Min Send QPS, Max Send QPS, Average Recv QPS, Min Recv QPS, Max Recv QPS, Average Send Error Count, Recv Error Count, Average Time Cost (usec), Min Time Cost (usec), Max Time Cost (usec), Interface QPS, Server Connection Count, load, load/cpu, ping/2 (msec), Recv Bytes/s, Send Bytes/s
Thu Nov 22 20:04:19 2018,25714804,19,1000,49605,49529,49681,49353,49285,49421,2,232,16507,11518,21510,0,6 ~ 1007,0.000000,0.000000,0,9 M 359 K 759 B,4 M 904 K 873 B
Thu Nov 22 20:05:19 2018,25714805,19,1000,49665,49609,49681,49669,48404,50742,0,0,29106,12554,65702,7414,1007,0.000000 ~ 0.730000,0.000000 ~ 0.091250,0,9 M 379 K 364 B,4 M 903 K 120 B
Thu Nov 22 20:06:19 2018,25714806,19,1000,49671,49630,49684,49672,48798,50507,0,0,25842,18910,61170,49655,1007,0.290000 ~ 0.480000,0.036250 ~ 0.060000,0,9 M 447 K 971 B,4 M 911 K 12 B
Thu Nov 22 20:07:19 2018,25714807,19,1000,49671,49640,49684,49670,48916,50360,0,0,27564,18903,55832,49764,1007,0.270000 ~ 0.460000,0.033750 ~ 0.057500,0,9 M 349 K 849 B,4 M 902 K 502 B
Thu Nov 22 20:08:19 2018,25714808,19,1000,49667,49637,49680,49667,48992,50841,0,0,27232,18636,58070,49612,1007,0.150000 ~ 0.350000,0.018750 ~ 0.043750,0,9 M 655 K 652 B,4 M 978 K 262 B
Thu Nov 22 20:09:18 2018,25714809,18,1000,49666,49616,49682,49667,48305,51806,0,0,28295,17561,65978,49764,1007 ~ 2007,0.240000 ~ 0.430000,0.030000 ~ 0.053750,0,18 M 286 K 827 B,9 M 586 K 255 B
Thu Nov 22 20:09:19 2018,25714809,19,2000,97066,97066,97066,96950,96950,96950,0,0,16384,13284,19352,49764,1007 ~ 2007,0.240000 ~ 0.430000,0.030000 ~ 0.053750,0,18 M 286 K 827 B,9 M 586 K 255 B
Thu Nov 22 20:10:19 2018,25714810,19,2000,99335,99289,99365,99340,98491,100083,0,0,20763,7484,62532,53576,2007,0.570000 ~ 1.530000,0.071250 ~ 0.191250,0,18 M 845 K 462 B,9 M 826 K 626 B
Thu Nov 22 20:11:19 2018,25714811,19,2000,99348,99287,99362,99346,99120,99482,0,0,17976,10858,60875,99302,2007,1.550000 ~ 1.980000,0.193750 ~ 0.247500,0,18 M 704 K 66 B,9 M 793 K 653 B
Thu Nov 22 20:12:19 2018,25714812,19,2000,99347,99312,99364,99347,98739,99844,0,0,18383,10844,54674,99442,2007,1.620000 ~ 2.210000,0.202500 ~ 0.276250,0,18 M 731 K 791 B,9 M 779 K 923 B
Thu Nov 22 20:13:19 2018,25714813,19,2000,99346,99311,99361,99346,98665,100253,0,0,19164,10820,61069,99349,2007,1.690000 ~ 2.330000,0.211250 ~ 0.291250,0 ~ 1,18 M 799 K 309 B,9 M 821 K 613 B
Thu Nov 22 20:14:19 2018,25714814,19,2000,99344,99312,99362,99344,98586,100072,0,0,18611,10832,52793,99351,2007,2.260000 ~ 2.880000,0.282500 ~ 0.360000,0,18 M 691 K 22 B,9 M 779 K 974 B
Thu Nov 22 20:15:00 2018,25714815,0,2000,99345,99345,99345,96327,96327,96327,0,0,51655,35820,67679,99416,2805 ~ 3007,3.430000 ~ 4.240000,0.428750 ~ 0.530000,0 ~ 4,26 M 62 K 919 B,11 M 951 K 553 B
Thu Nov 22 20:15:19 2018,25714815,19,3000,148844,145703,149029,148638,142921,149975,0,55,140149,115421,162260,99416,2805 ~ 3007,3.430000 ~ 4.240000,0.428750 ~ 0.530000,0 ~ 4,26 M 62 K 919 B,11 M 951 K 553 B
Thu Nov 22 20:16:19 2018,25714816,19,3000,149021,148988,149038,149013,148063,149858,0,0,145808,130929,173413,149193,3007,3.360000 ~ 4.580000,0.420000 ~ 0.572500,0 ~ 3,28 M 589 K 148 B,12 M 916 K 386 B
Thu Nov 22 20:17:19 2018,25714817,19,3000,149021,149011,149031,149030,148279,149746,0,0,143569,130727,165997,148713,3007,4.000000 ~ 5.430000,0.500000 ~ 0.678750,0 ~ 2,26 M 121 K 95 B,11 M 862 K 257 B
Thu Nov 22 20:18:19 2018,25714818,19,3000,149017,149002,149029,149042,147749,149875,0,0,144168,119309,178040,149211,3007,5.450000 ~ 6.850000,0.681250 ~ 0.856250,0,28 M 406 K 175 B,12 M 913 K 182 B
Thu Nov 22 20:19:19 2018,25714819,19,3000,149019,149008,149030,148996,148234,150079,0,0,148493,124430,256897,148837,3007,4.370000 ~ 5.290000,0.546250 ~ 0.661250,0 ~ 2,26 M 112 K 523 B,11 M 897 K 906 B
Thu Nov 22 20:20:01 2018,25714820,1,3000,149012,149003,149021,149049,148627,149472,0,0,151151,134171,177959,149351,3007 ~ 4007,3.990000 ~ 5.420000,0.498750 ~ 0.677500,0 ~ 3,33 M 302 K 125 B,13 M 718 K 646 B
Thu Nov 22 20:20:19 2018,25714820,19,4000,198320,191968,198710,197588,181289,200386,0,0,295674,162056,452816,149351,3007 ~ 4007,3.990000 ~ 5.420000,0.498750 ~ 0.677500,0 ~ 3,33 M 302 K 125 B,13 M 718 K 646 B
Thu Nov 22 20:21:19 2018,25714821,19,4000,198693,198671,198710,198472,195916,200573,0,0,309248,244994,902743,194706,4007,5.580000 ~ 8.190000,0.697500 ~ 1.023750,0 ~ 4,38 M 841 K 89 B,16 M 110 K 520 B
Thu Nov 22 20:22:19 2018,25714822,19,4000,198690,198669,198703,198863,196556,201668,0,0,332334,247473,757689,198992,4007,4.890000 ~ 5.580000,0.611250 ~ 0.697500,0 ~ 9,32 M 1009 K 357 B,13 M 667 K 634 B
Thu Nov 22 20:23:19 2018,25714823,19,4000,198693,198673,198714,198610,196107,202107,0,0,326511,247569,896590,198112,4007,4.120000 ~ 6.450000,0.515000 ~ 0.806250,0 ~ 3,33 M 63 K 860 B,13 M 690 K 392 B
Thu Nov 22 20:24:19 2018,25714824,19,4000,198691,198677,198705,198624,196260,200825,0,0,337808,249789,884462,198911,4007,3.640000 ~ 4.470000,0.455000 ~ 0.558750,0 ~ 204,38 M 540 K 250 B,15 M 967 K 322 B
Thu Nov 22 20:25:02 2018,25714825,2,4000,198684,198674,198703,198293,196706,200562,0,0,327019,255775,440317,198288,4007 ~ 5007,4.350000 ~ 6.210000,0.543750 ~ 0.776250,0 ~ 3,40 M 602 K 398 B,16 M 38 K 973 B
Thu Nov 22 20:25:19 2018,25714825,19,5000,248038,243000,248369,246844,227718,251322,1,3021,463019,283836,942475,198288,4007 ~ 5007,4.350000 ~ 6.210000,0.543750 ~ 0.776250,0 ~ 3,40 M 602 K 398 B,16 M 38 K 973 B
Thu Nov 22 20:26:19 2018,25714826,19,5000,248349,248327,248382,248414,245390,252224,0,5971,521940,329847,1592986,241857,5007,6.060000 ~ 8.510000,0.757500 ~ 1.063750,0 ~ 518,43 M 735 K 328 B,17 M 459 K 780 B
Thu Nov 22 20:27:19 2018,25714827,19,5000,248349,248328,248367,248397,244651,250716,0,0,501507,363097,1033697,247972,5007,7.180000 ~ 8.370000,0.897500 ~ 1.046250,0 ~ 3,54 M 391 K 637 B,21 M 862 K 572 B
Thu Nov 22 20:28:19 2018,25714828,19,5000,248352,248338,248367,248295,246107,250949,0,0,521134,349659,1462768,248059,5007,6.240000 ~ 8.130000,0.780000 ~ 1.016250,0 ~ 4,43 M 606 K 85 B,17 M 380 K 662 B
Thu Nov 22 20:29:19 2018,25714829,19,5000,248352,248317,248387,248185,244185,251960,0,0,545753,327083,1802040,248918,5007,6.210000 ~ 7.400000,0.776250 ~ 0.925000,0 ~ 6,40 M 618 K 124 B,16 M 117 K 896 B
Thu Nov 22 20:30:04 2018,25714830,4,5000,248339,248325,248357,249615,249013,250390,0,0,575932,360863,951012,247533,5007 ~ 6007,6.200000 ~ 8.420000,0.775000 ~ 1.052500,0 ~ 107,65 M 673 K 745 B,25 M 113 K 780 B
Thu Nov 22 20:30:19 2018,25714830,19,6000,296808,280824,298046,294884,268435,302173,0,0,601464,286674,1112587,247533,5007 ~ 6007,6.200000 ~ 8.420000,0.775000 ~ 1.052500,0 ~ 107,65 M 673 K 745 B,25 M 113 K 780 B
Thu Nov 22 20:31:19 2018,25714831,19,6000,298014,297985,298031,297775,289216,304214,1,11895,734237,310458,1485773,286620,6007,7.880000 ~ 10.500000,0.985000 ~ 1.312500,1 ~ 8,48 M 12 K 607 B,18 M 281 K 264 B
Thu Nov 22 20:32:13 2018,25714832,13,6000,298031,298000,298060,298720,293881,304861,1,14844,621785,239783,2138266,298488,6007,8.270000 ~ 10.460000,1.033750 ~ 1.307500,6 ~ 114,57 M 60 K 217 B,21 M 914 K 816 B
Thu Nov 22 20:32:14 2018,25714832,14,5000,248369,248369,248369,245707,245707,245707,0,0,558633,254013,1135940,298488,6007,8.270000 ~ 10.460000,1.033750 ~ 1.307500,6 ~ 114,57 M 60 K 217 B,21 M 914 K 816 B
Thu Nov 22 20:32:19 2018,25714832,19,6000,298024,297992,298035,298514,294464,301189,1,8861,566143,257216,1145937,298488,6007,8.270000 ~ 10.460000,1.033750 ~ 1.307500,6 ~ 114,57 M 60 K 217 B,21 M 914 K 816 B
Thu Nov 22 20:33:19 2018,25714833,19,6000,298034,298010,298059,298061,291020,301084,1,11923,504683,245417,1151146,298797,6007,8.670000 ~ 9.440000,1.083750 ~ 1.180000,0 ~ 9,51 M 861 K 574 B,19 M 979 K 376 B
Thu Nov 22 20:34:19 2018,25714834,19,6000,298034,298013,298050,297557,293536,301097,1,14907,500833,242658,1026331,297267,6007,8.900000 ~ 9.730000,1.112500 ~ 1.216250,3 ~ 110,47 M 282 K 656 B,18 M 178 K 542 B
Thu Nov 22 20:35:05 2018,25714835,5,6000,298029,297999,298053,297537,295431,300100,1,9029,488854,259151,1231823,297488,6007 ~ 6953,9.830000 ~ 10.300000,1.228750 ~ 1.287500,9 ~ 113,56 M 519 K 37 B,21 M 374 K 684 B
Thu Nov 22 20:35:19 2018,25714835,19,7000,340663,323397,345024,338393,311922,351267,0,3011,624946,296318,1420023,297488,6007 ~ 6953,9.830000 ~ 10.300000,1.228750 ~ 1.287500,9 ~ 113,56 M 519 K 37 B,21 M 374 K 684 B
Thu Nov 22 20:36:19 2018,25714836,19,7000,345816,344997,346282,345683,340327,351308,1,6016,667809,353624,1410509,328635,6953 ~ 6978,9.190000 ~ 9.880000,1.148750 ~ 1.235000,7 ~ 208,58 M 251 K 602 B,21 M 1004 K 626 B
Thu Nov 22 20:37:19 2018,25714837,19,7000,347072,346206,347716,347015,333606,354172,2,14922,753724,289980,3279503,345526,6978 ~ 7007,9.460000 ~ 10.700000,1.182500 ~ 1.337500,9 ~ 106,59 M 317 K 341 B,22 M 276 K 817 B
