Record time (UTC), UTC Minute, Second, Stress Connection Count, Average Send QPS, Min Send QPS, Max Send QPS, Average Recv QPS, Min Recv QPS, Max Recv QPS, Average Send Error Count, Recv Error Count, Average Time Cost (usec), Min Time Cost (usec), Max Time Cost (usec), Interface QPS, Server Connection Count, load, load/cpu, ping/2 (msec), Recv Bytes/s, Send Bytes/s
Thu Apr  8 02:47:19 2021,26964167,19,1000,49760,49196,49804,49764,49272,49803,0,0,293,276,388,61308,3 ~ 1004,0.000000 ~ 1.670000,0.000000 ~ 0.417500,0,10 M 23 K 722 B,4 M 915 K 52 B
Thu Apr  8 02:48:19 2021,26964168,19,1000,49796,49790,49800,49796,49793,49800,0,0,338,277,359,42967,1004,1.590000 ~ 2.360000,0.397500 ~ 0.590000,0,10 M 24 K 710 B,4 M 914 K 683 B
Thu Apr  8 02:49:19 2021,26964169,19,1000,49797,49794,49802,49797,49793,49801,0,0,336,334,343,49728,1004,2.250000 ~ 2.720000,0.562500 ~ 0.680000,0,10 M 23 K 679 B,4 M 914 K 373 B
Thu Apr  8 02:50:19 2021,26964170,19,1000,49797,49794,49800,49797,49794,49801,0,0,334,332,337,49870,1004,2.300000 ~ 3.220000,0.575000 ~ 0.805000,0,10 M 23 K 195 B,4 M 914 K 528 B
Thu Apr  8 02:51:19 2021,26964171,19,1000,49797,49794,49801,49797,49795,49800,0,0,335,332,345,49708,1004,2.400000 ~ 3.220000,0.600000 ~ 0.805000,0,10 M 23 K 573 B,4 M 914 K 425 B
Thu Apr  8 02:52:04 2021,26964172,4,1000,49796,49792,49801,49796,49793,49801,0,0,348,334,389,49870,1004 ~ 2004,2.480000 ~ 4.540000,0.620000 ~ 1.135000,0,20 M 49 K 631 B,9 M 805 K 621 B
Thu Apr  8 02:52:19 2021,26964172,19,2000,99563,99147,99600,99572,99293,99601,0,0,362,324,421,49870,1004 ~ 2004,2.480000 ~ 4.540000,0.620000 ~ 1.135000,0,20 M 49 K 631 B,9 M 805 K 621 B
Thu Apr  8 02:53:19 2021,26964173,19,2000,99594,99588,99598,99594,99588,99601,0,0,358,322,428,89247,2004,4.500000 ~ 5.360000,1.125000 ~ 1.340000,0,20 M 46 K 222 B,9 M 803 K 815 B
Thu Apr  8 02:54:19 2021,26964174,19,2000,99593,99590,99597,99593,99589,99598,0,0,354,320,392,99555,2004,4.660000 ~ 5.820000,1.165000 ~ 1.455000,0,20 M 44 K 520 B,9 M 803 K 660 B
Thu Apr  8 02:55:19 2021,26964175,19,2000,99593,99591,99597,99593,99589,99597,0,0,356,323,388,99552,2004,5.390000 ~ 6.080000,1.347500 ~ 1.520000,0,20 M 45 K 296 B,9 M 803 K 558 B
Thu Apr  8 02:56:19 2021,26964176,19,2000,99592,99582,99604,99593,99582,99604,0,0,360,323,412,99541,2004,5.630000 ~ 6.220000,1.407500 ~ 1.555000,0,20 M 49 K 104 B,9 M 805 K 724 B
Thu Apr  8 02:57:05 2021,26964177,5,2000,99593,99591,99596,99575,99486,99595,0,0,416,322,1095,99836,2004 ~ 3004,5.870000 ~ 7.180000,1.467500 ~ 1.795000,0,30 M 69 K 125 B,14 M 785 K 199 B
Thu Apr  8 02:57:19 2021,26964177,19,3000,149282,147843,149407,149175,147220,150304,0,0,26432,4961,48993,99836,2004 ~ 3004,5.870000 ~ 7.180000,1.467500 ~ 1.795000,0,30 M 69 K 125 B,14 M 785 K 199 B
Thu Apr  8 02:58:19 2021,26964178,19,3000,149393,149374,149418,149423,148370,150025,0,0,25422,20331,41664,135282,3004,7.180000 ~ 7.760000,1.795000 ~ 1.940000,0,30 M 82 K 247 B,14 M 757 K 452 B
Thu Apr  8 02:59:19 2021,26964179,19,3000,149393,149378,149404,149395,147787,150383,0,0,27456,20480,66144,149615,3004,7.760000 ~ 7.990000,1.940000 ~ 1.997500,0,30 M 82 K 870 B,14 M 797 K 143 B
Thu Apr  8 03:00:19 2021,26964180,19,3000,149388,149365,149399,149388,145804,152725,0,0,31753,20496,86950,149276,3004,7.830000 ~ 8.090000,1.957500 ~ 2.022500,0,30 M 70 K 218 B,14 M 850 K 308 B
Thu Apr  8 03:01:19 2021,26964181,19,3000,149392,149373,149417,149392,147755,150790,0,0,27018,20318,53444,149376,3004,8.090000 ~ 8.560000,2.022500 ~ 2.140000,0,30 M 70 K 429 B,14 M 717 K 637 B
