Record time (UTC), UTC Minute, Second, Stress Connection Count, Average Send QPS, Min Send QPS, Max Send QPS, Average Recv QPS, Min Recv QPS, Max Recv QPS, Average Send Error Count, Recv Error Count, Average Time Cost (usec), Min Time Cost (usec), Max Time Cost (usec), Interface QPS, Server Connection Count, load, load/cpu, ping/2 (msec), Recv Bytes/s, Send Bytes/s
Thu Apr 15 09:35:05 2021,26974655,5,10000,4904,4904,4904,4904,4904,4904,0,0,331,331,331,99,3 ~ 20004,0.040000 ~ 0.050000,0.005000 ~ 0.006250,0,2 M 703 K 394 B,1 M 221 K 643 B
Thu Apr 15 09:36:00 2021,26974656,0,20000,9825,9825,9825,9825,9825,9825,0,0,301,262,340,2058,25992 ~ 100004,0.030000 ~ 0.860000,0.003750 ~ 0.107500,0,13 M 63 K 454 B,5 M 80 K 780 B
Thu Apr 15 09:36:01 2021,26974656,1,40000,19639,19639,19639,19639,19639,19639,0,0,306,246,349,2058,25992 ~ 100004,0.030000 ~ 0.860000,0.003750 ~ 0.107500,0,13 M 63 K 454 B,5 M 80 K 780 B
Thu Apr 15 09:36:02 2021,26974656,2,50000,24556,24556,24556,24556,24556,24556,0,0,297,239,352,2058,25992 ~ 100004,0.030000 ~ 0.860000,0.003750 ~ 0.107500,0,13 M 63 K 454 B,5 M 80 K 780 B
Thu Apr 15 09:36:03 2021,26974656,3,60000,29451,29451,29451,29451,29451,29451,0,0,311,241,357,2058,25992 ~ 100004,0.030000 ~ 0.860000,0.003750 ~ 0.107500,0,13 M 63 K 454 B,5 M 80 K 780 B
Thu Apr 15 09:36:04 2021,26974656,4,80000,39308,39308,39308,39308,39308,39308,0,0,294,145,362,2058,25992 ~ 100004,0.030000 ~ 0.860000,0.003750 ~ 0.107500,0,13 M 63 K 454 B,5 M 80 K 780 B
Thu Apr 15 09:36:05 2021,26974656,5,90000,44197,44197,44197,44197,44197,44197,0,0,303,155,358,2058,25992 ~ 100004,0.030000 ~ 0.860000,0.003750 ~ 0.107500,0,13 M 63 K 454 B,5 M 80 K 780 B
Thu Apr 15 09:37:00 2021,26974657,0,100000,49108,49108,49108,49108,49108,49108,0,0,303,172,359,31479,100004 ~ 180004,0.620000 ~ 1.670000,0.077500 ~ 0.208750,0,23 M 481 K 741 B,8 M 986 K 177 B
Thu Apr 15 09:37:01 2021,26974657,1,120000,58953,58953,58953,58953,58953,58953,0,0,296,155,358,31479,100004 ~ 180004,0.620000 ~ 1.670000,0.077500 ~ 0.208750,0,23 M 481 K 741 B,8 M 986 K 177 B
Thu Apr 15 09:37:02 2021,26974657,2,130000,63827,63827,63827,63827,63827,63827,0,0,304,189,361,31479,100004 ~ 180004,0.620000 ~ 1.670000,0.077500 ~ 0.208750,0,23 M 481 K 741 B,8 M 986 K 177 B
Thu Apr 15 09:37:03 2021,26974657,3,140000,68758,68758,68758,68758,68758,68758,0,0,301,180,363,31479,100004 ~ 180004,0.620000 ~ 1.670000,0.077500 ~ 0.208750,0,23 M 481 K 741 B,8 M 986 K 177 B
Thu Apr 15 09:37:04 2021,26974657,4,160000,78587,78587,78587,78587,78587,78587,0,0,300,175,394,31479,100004 ~ 180004,0.620000 ~ 1.670000,0.077500 ~ 0.208750,0,23 M 481 K 741 B,8 M 986 K 177 B
Thu Apr 15 09:37:05 2021,26974657,5,170000,83457,83457,83457,83457,83457,83457,0,0,307,187,400,31479,100004 ~ 180004,0.620000 ~ 1.670000,0.077500 ~ 0.208750,0,23 M 481 K 741 B,8 M 986 K 177 B
Thu Apr 15 09:38:00 2021,26974658,0,180000,88382,88382,88382,88382,88382,88382,0,0,308,189,398,70565,180004 ~ 260004,1.520000 ~ 5.480000,0.190000 ~ 0.685000,0,33 M 503 K 286 B,12 M 733 K 441 B
Thu Apr 15 09:38:01 2021,26974658,1,190000,93249,93249,93249,93249,93249,93249,0,0,317,179,400,70565,180004 ~ 260004,1.520000 ~ 5.480000,0.190000 ~ 0.685000,0,33 M 503 K 286 B,12 M 733 K 441 B
Thu Apr 15 09:38:02 2021,26974658,2,210000,103033,103033,103033,103033,103033,103033,0,0,322,189,413,70565,180004 ~ 260004,1.520000 ~ 5.480000,0.190000 ~ 0.685000,0,33 M 503 K 286 B,12 M 733 K 441 B
Thu Apr 15 09:38:03 2021,26974658,3,220000,107948,107948,107948,107948,107948,107948,0,0,322,187,413,70565,180004 ~ 260004,1.520000 ~ 5.480000,0.190000 ~ 0.685000,0,33 M 503 K 286 B,12 M 733 K 441 B
Thu Apr 15 09:38:04 2021,26974658,4,230000,112735,112735,112735,112735,112735,112735,0,0,343,200,433,70565,180004 ~ 260004,1.520000 ~ 5.480000,0.190000 ~ 0.685000,0,33 M 503 K 286 B,12 M 733 K 441 B
Thu Apr 15 09:38:05 2021,26974658,5,240000,117482,117482,117482,117482,117482,117482,0,0,370,222,476,70565,180004 ~ 260004,1.520000 ~ 5.480000,0.190000 ~ 0.685000,0,33 M 503 K 286 B,12 M 733 K 441 B
Thu Apr 15 09:39:00 2021,26974659,0,260000,127010,127010,127010,127010,127010,127010,0,0,412,254,515,107774,260004 ~ 334873,5.440000 ~ 9.260000,0.680000 ~ 1.157500,0 ~ 1,42 M 677 K 9 B,15 M 988 K 978 B
Thu Apr 15 09:39:01 2021,26974659,1,270000,131709,131709,131709,131709,131709,131709,0,0,440,290,556,107774,260004 ~ 334873,5.440000 ~ 9.260000,0.680000 ~ 1.157500,0 ~ 1,42 M 677 K 9 B,15 M 988 K 978 B
Thu Apr 15 09:39:02 2021,26974659,2,290000,141102,141102,141102,141102,141102,141102,0,0,495,327,598,107774,260004 ~ 334873,5.440000 ~ 9.260000,0.680000 ~ 1.157500,0 ~ 1,42 M 677 K 9 B,15 M 988 K 978 B
Thu Apr 15 09:39:03 2021,26974659,3,300000,145841,145841,145841,145841,145841,145841,0,0,511,343,615,107774,260004 ~ 334873,5.440000 ~ 9.260000,0.680000 ~ 1.157500,0 ~ 1,42 M 677 K 9 B,15 M 988 K 978 B
Thu Apr 15 09:39:04 2021,26974659,4,310000,150209,150209,150209,150209,150209,150209,0,0,579,409,678,107774,260004 ~ 334873,5.440000 ~ 9.260000,0.680000 ~ 1.157500,0 ~ 1,42 M 677 K 9 B,15 M 988 K 978 B
Thu Apr 15 09:39:05 2021,26974659,5,320000,154834,154834,154834,154834,154834,154834,0,0,609,468,708,107774,260004 ~ 334873,5.440000 ~ 9.260000,0.680000 ~ 1.157500,0 ~ 1,42 M 677 K 9 B,15 M 988 K 978 B
Thu Apr 15 09:40:00 2021,26974660,0,340000,164269,164269,164269,164269,164269,164269,0,0,639,490,741,145030,340004 ~ 410004,8.740000 ~ 10.650000,1.092500 ~ 1.331250,0 ~ 1,51 M 418 K 349 B,19 M 234 K 360 B
Thu Apr 15 09:40:01 2021,26974660,1,350000,168697,168697,168697,168697,168697,168697,0,0,689,494,790,145030,340004 ~ 410004,8.740000 ~ 10.650000,1.092500 ~ 1.331250,0 ~ 1,51 M 418 K 349 B,19 M 234 K 360 B
Thu Apr 15 09:40:02 2021,26974660,2,360000,172935,172935,172935,172935,172935,172935,0,0,758,581,864,145030,340004 ~ 410004,8.740000 ~ 10.650000,1.092500 ~ 1.331250,0 ~ 1,51 M 418 K 349 B,19 M 234 K 360 B
Thu Apr 15 09:40:03 2021,26974660,3,370000,177050,177050,177050,177050,177050,177050,0,0,840,693,980,145030,340004 ~ 410004,8.740000 ~ 10.650000,1.092500 ~ 1.331250,0 ~ 1,51 M 418 K 349 B,19 M 234 K 360 B
Thu Apr 15 09:40:04 2021,26974660,4,390000,186011,186011,186011,186011,186011,186011,0,0,908,715,1034,145030,340004 ~ 410004,8.740000 ~ 10.650000,1.092500 ~ 1.331250,0 ~ 1,51 M 418 K 349 B,19 M 234 K 360 B
Thu Apr 15 09:40:05 2021,26974660,5,400000,189213,189213,189213,189213,189213,189213,0,0,1081,809,1228,145030,340004 ~ 410004,8.740000 ~ 10.650000,1.092500 ~ 1.331250,0 ~ 1,51 M 418 K 349 B,19 M 234 K 360 B
Thu Apr 15 09:41:00 2021,26974661,0,410000,192866,192866,192866,192866,192866,192866,0,0,1200,1023,1369,179530,414542 ~ 490004,10.580000 ~ 13.840000,1.322500 ~ 1.730000,0 ~ 7,56 M 877 K 366 B,21 M 382 K 856 B
Thu Apr 15 09:41:01 2021,26974661,1,420000,196047,196047,196047,196047,196047,196047,0,0,1364,1146,1547,179530,414542 ~ 490004,10.580000 ~ 13.840000,1.322500 ~ 1.730000,0 ~ 7,56 M 877 K 366 B,21 M 382 K 856 B
Thu Apr 15 09:41:02 2021,26974661,2,440000,203173,203173,203173,203173,203173,203173,0,0,1597,1312,1763,179530,414542 ~ 490004,10.580000 ~ 13.840000,1.322500 ~ 1.730000,0 ~ 7,56 M 877 K 366 B,21 M 382 K 856 B
Thu Apr 15 09:41:03 2021,26974661,3,450000,204814,204814,204814,204814,204814,204814,0,0,1912,1654,2180,179530,414542 ~ 490004,10.580000 ~ 13.840000,1.322500 ~ 1.730000,0 ~ 7,56 M 877 K 366 B,21 M 382 K 856 B
Thu Apr 15 09:41:04 2021,26974661,4,470000,210927,210927,210927,210927,210927,210927,0,0,2224,1950,2447,179530,414542 ~ 490004,10.580000 ~ 13.840000,1.322500 ~ 1.730000,0 ~ 7,56 M 877 K 366 B,21 M 382 K 856 B
Thu Apr 15 09:41:05 2021,26974661,5,480000,211837,211837,211837,211837,211837,211837,0,0,2599,2224,2925,179530,414542 ~ 490004,10.580000 ~ 13.840000,1.322500 ~ 1.730000,0 ~ 7,56 M 877 K 366 B,21 M 382 K 856 B
Thu Apr 15 09:42:00 2021,26974662,0,490000,211540,211540,211540,211540,211540,211540,0,0,3105,2849,3410,206060,495659 ~ 570004,13.840000 ~ 15.630000,1.730000 ~ 1.953750,1 ~ 6,58 M 612 K 391 B,21 M 1002 K 602 B
Thu Apr 15 09:42:01 2021,26974662,1,510000,216091,216091,216091,216091,216091,216091,0,0,3541,3177,3873,206060,495659 ~ 570004,13.840000 ~ 15.630000,1.730000 ~ 1.953750,1 ~ 6,58 M 612 K 391 B,21 M 1002 K 602 B
Thu Apr 15 09:42:02 2021,26974662,2,520000,216524,216524,216524,216524,216524,216524,0,0,3957,3624,4169,206060,495659 ~ 570004,13.840000 ~ 15.630000,1.730000 ~ 1.953750,1 ~ 6,58 M 612 K 391 B,21 M 1002 K 602 B
Thu Apr 15 09:42:03 2021,26974662,3,530000,216623,216623,216623,216623,216623,216623,0,0,4408,4046,4717,206060,495659 ~ 570004,13.840000 ~ 15.630000,1.730000 ~ 1.953750,1 ~ 6,58 M 612 K 391 B,21 M 1002 K 602 B
Thu Apr 15 09:42:04 2021,26974662,4,540000,217021,217021,217021,217021,217021,217021,0,0,4822,4558,5179,206060,495659 ~ 570004,13.840000 ~ 15.630000,1.730000 ~ 1.953750,1 ~ 6,58 M 612 K 391 B,21 M 1002 K 602 B
Thu Apr 15 09:42:05 2021,26974662,5,560000,220793,220793,220793,220793,220793,220793,0,0,5303,4900,5660,206060,495659 ~ 570004,13.840000 ~ 15.630000,1.730000 ~ 1.953750,1 ~ 6,58 M 612 K 391 B,21 M 1002 K 602 B
Thu Apr 15 09:43:00 2021,26974663,0,570000,219396,219396,219396,219396,219396,219396,0,0,5920,5462,6231,217219,570004 ~ 650004,14.950000 ~ 16.760000,1.868750 ~ 2.095000,2 ~ 6,59 M 117 K 830 B,22 M 173 K 975 B
Thu Apr 15 09:43:01 2021,26974663,1,580000,218777,218777,218777,218777,218777,218777,0,0,6450,6118,6941,217219,570004 ~ 650004,14.950000 ~ 16.760000,1.868750 ~ 2.095000,2 ~ 6,59 M 117 K 830 B,22 M 173 K 975 B
Thu Apr 15 09:43:02 2021,26974663,2,590000,216770,216770,216770,216770,216770,216770,0,0,7160,6719,7607,217219,570004 ~ 650004,14.950000 ~ 16.760000,1.868750 ~ 2.095000,2 ~ 6,59 M 117 K 830 B,22 M 173 K 975 B
Thu Apr 15 09:43:03 2021,26974663,3,610000,219169,219169,219169,219169,219169,219169,0,0,7772,7141,8231,217219,570004 ~ 650004,14.950000 ~ 16.760000,1.868750 ~ 2.095000,2 ~ 6,59 M 117 K 830 B,22 M 173 K 975 B
Thu Apr 15 09:43:04 2021,26974663,4,620000,217210,217210,217210,217210,217210,217210,0,0,8483,7897,8938,217219,570004 ~ 650004,14.950000 ~ 16.760000,1.868750 ~ 2.095000,2 ~ 6,59 M 117 K 830 B,22 M 173 K 975 B
Thu Apr 15 09:43:05 2021,26974663,5,630000,217267,217267,217267,217267,217267,217267,0,0,8937,8568,9285,217219,570004 ~ 650004,14.950000 ~ 16.760000,1.868750 ~ 2.095000,2 ~ 6,59 M 117 K 830 B,22 M 173 K 975 B
Thu Apr 15 09:44:00 2021,26974664,0,650000,219926,219926,219926,219926,219926,219926,0,0,9496,9028,9852,219070,650004 ~ 710004,16.620001 ~ 17.980000,2.077500 ~ 2.247500,2 ~ 12,58 M 917 K 442 B,22 M 454 K 544 B
Thu Apr 15 09:44:01 2021,26974664,1,660000,217533,217533,217533,217533,217533,217533,0,0,10279,9630,10666,219070,650004 ~ 710004,16.620001 ~ 17.980000,2.077500 ~ 2.247500,2 ~ 12,58 M 917 K 442 B,22 M 454 K 544 B
Thu Apr 15 09:44:02 2021,26974664,2,670000,217729,217729,217729,217729,217729,217729,0,0,10714,10412,11141,219070,650004 ~ 710004,16.620001 ~ 17.980000,2.077500 ~ 2.247500,2 ~ 12,58 M 917 K 442 B,22 M 454 K 544 B
Thu Apr 15 09:44:03 2021,26974664,3,680000,216235,216235,216235,216235,216235,216235,0,0,11386,11005,11835,219070,650004 ~ 710004,16.620001 ~ 17.980000,2.077500 ~ 2.247500,2 ~ 12,58 M 917 K 442 B,22 M 454 K 544 B
Thu Apr 15 09:44:04 2021,26974664,4,700000,218536,218536,218536,218536,218536,218536,0,0,11970,11539,12267,219070,650004 ~ 710004,16.620001 ~ 17.980000,2.077500 ~ 2.247500,2 ~ 12,58 M 917 K 442 B,22 M 454 K 544 B
Thu Apr 15 09:44:05 2021,26974664,5,710000,220348,220348,220348,220348,220348,220348,0,0,12163,11861,12376,219070,650004 ~ 710004,16.620001 ~ 17.980000,2.077500 ~ 2.247500,2 ~ 12,58 M 917 K 442 B,22 M 454 K 544 B
