Record time (UTC), UTC Minute, Second, Stress Connection Count, Average Send QPS, Min Send QPS, Max Send QPS, Average Recv QPS, Min Recv QPS, Max Recv QPS, Average Send Error Count, Recv Error Count, Average Time Cost (usec), Min Time Cost (usec), Max Time Cost (usec), Interface QPS, Server Connection Count, load, load/cpu, ping/2 (msec), Recv Bytes/s, Send Bytes/s
Thu Apr 15 09:53:05 2021,26974673,5,10000,9626,9626,9626,9626,9626,9626,0,0,332,332,332,0,3 ~ 20004,0.030000 ~ 0.180000,0.003750 ~ 0.022500,0,5 M 190 K 870 B,2 M 144 K 141 B
Thu Apr 15 09:54:00 2021,26974674,0,20000,19324,19324,19324,19324,19324,19324,0,0,291,252,330,61238,20004 ~ 100004,0.180000 ~ 3.190000,0.022500 ~ 0.398750,0,25 M 586 K 681 B,9 M 747 K 237 B
Thu Apr 15 09:54:01 2021,26974674,1,40000,38648,38648,38648,38648,38648,38648,0,0,293,245,333,61238,20004 ~ 100004,0.180000 ~ 3.190000,0.022500 ~ 0.398750,0,25 M 586 K 681 B,9 M 747 K 237 B
Thu Apr 15 09:54:02 2021,26974674,2,50000,48352,48352,48352,48352,48352,48352,0,0,282,245,334,61238,20004 ~ 100004,0.180000 ~ 3.190000,0.022500 ~ 0.398750,0,25 M 586 K 681 B,9 M 747 K 237 B
Thu Apr 15 09:54:03 2021,26974674,3,60000,57954,57954,57954,57954,57954,57954,0,0,296,247,338,61238,20004 ~ 100004,0.180000 ~ 3.190000,0.022500 ~ 0.398750,0,25 M 586 K 681 B,9 M 747 K 237 B
Thu Apr 15 09:54:04 2021,26974674,4,80000,77334,77334,77334,77334,77334,77334,0,0,287,145,352,61238,20004 ~ 100004,0.180000 ~ 3.190000,0.022500 ~ 0.398750,0,25 M 586 K 681 B,9 M 747 K 237 B
Thu Apr 15 09:54:05 2021,26974674,5,90000,86838,86838,86838,86838,86838,86838,0,0,306,155,373,61238,20004 ~ 100004,0.180000 ~ 3.190000,0.022500 ~ 0.398750,0,25 M 586 K 681 B,9 M 747 K 237 B
Thu Apr 15 09:55:00 2021,26974675,0,100000,96375,96375,96375,96375,96375,96375,0,0,317,166,393,61238,100004 ~ 180004,3.170000 ~ 8.140000,0.396250 ~ 1.017500,0,44 M 581 K 909 B,16 M 842 K 173 B
Thu Apr 15 09:55:01 2021,26974675,1,120000,115545,115545,115545,115545,115545,115545,0,0,327,185,428,61238,100004 ~ 180004,3.170000 ~ 8.140000,0.396250 ~ 1.017500,0,44 M 581 K 909 B,16 M 842 K 173 B
Thu Apr 15 09:55:02 2021,26974675,2,130000,124638,124638,124638,124638,124638,124638,0,0,372,212,466,61238,100004 ~ 180004,3.170000 ~ 8.140000,0.396250 ~ 1.017500,0,44 M 581 K 909 B,16 M 842 K 173 B
